entry,glucose,lb,glycerol + aa,acetate,fumarate,glucosamine,glycerol,pyruvate,chemostat µ=0.5,chemostat µ=0.35,chemostat µ=0.20,chemostat µ=0.12,stationary phase 1 day,stationary phase 3 days,osmotic-stress glucose,42°c glucose,ph6 glucose,xylose,mannose,galactose ,succinate,fructose
P00509,1.71,5.6,7.28,10.45,3.85,8.61,3.17,1.82,3.45,1.14,2.71,2.74,15.24,10.18,6.03,7.87,5.26,6.17,2,8.18,2.8,2.55
P0A836,18.82,1.56,3.8,12.8,7.52,1.14,2.41,1.43,6.16,7.14,6.04,2.42,7.41,10.42,21.96,8.08,5.82,10.7,2.67,8.07,5.13,8.23
P0AGE9,19.59,0.7,4.27,5.95,6.9,3.02,6.52,4.28,3.49,1.56,3.45,1.46,5.45,8.47,4.17,14.85,6.7,2.57,2.88,1.88,7.81,7.58
P0A6H1,4.41,3.04,7.59,1.81,2.66,0.93,0.84,2.87,2.82,4.78,8.02,4.61,18.84,2.07,6.14,14.99,5.83,3.83,6.04,9.43,1.64,2.07
P0A6H5,3.27,3.14,3.86,2.26,3.94,2.38,2.12,4.51,2.49,1.99,4.53,0.33,2.18,3.07,7.11,15.76,8.19,9.55,3.52,7.96,6.42,2.77
P30958,17.67,6.08,11.49,14.6,8.44,17.3,10.79,38.33,6.31,13.94,18.06,9.38,20.57,8.25,28.57,19.96,7.02,7.58,10.65,28.18,17.39,12.1
P08312,3.04,2.37,6.58,5.02,4.36,2.45,2.87,6.8,5.9,4.01,0.72,1.69,4.88,5.08,12.32,12.76,0.76,7.42,6.56,3.11,6.56,2.32
P24182,11.01,1.6,3.9,3.25,5.23,4.37,6.55,5.21,4.68,4.13,3.43,2.99,9.14,3.68,19.51,4.71,4.8,5.27,3.97,2.26,2.56,1.6
P0A953,3.68,1.19,2.36,1.56,3.9,6.15,4.39,13.65,1.21,4.17,4.02,3.84,10.06,7.08,12.88,13.13,4.69,2.21,2.28,13.88,5.88,8.3
Q47146,42.67,1.86,16.48,17.6,20.64,8.26,12.44,48.22,12.36,5.23,11.51,5.5,18.31,11.94,13.82,24.92,7.76,14.9,19.21,22.4,27.79,18.89
P0C8J8,15.23,1.46,8.06,11.51,6.08,7.4,6,25.41,5.07,11.9,4.61,2.95,21.39,2.91,9.3,36.18,4.57,12.51,5.5,23,33.42,7.45
P0A7D4,7.59,0.87,4.92,15.83,4.69,6.86,5.69,1.2,4.04,1.17,8.07,1.06,7.77,11.25,10.86,16.67,4.66,9.63,5.9,9.9,5.42,7.19
P0A7E5,13.15,2.01,4.4,7.07,4.31,12.11,10.25,8.59,3.77,1.25,3.42,5.28,5.12,7.11,10.67,10.59,3.41,7.88,2.91,7.57,1.51,0.47
P00895,16.07,9.95,10.57,11.07,11.13,13.19,9.08,9.59,13.14,7.64,9.88,4.79,15.02,17.24,25.29,4.59,11.75,9.06,5.99,6.93,6.87,12.82
P09832,6.42,3.4,6.36,3.32,10.5,14.37,3.09,9.22,17.88,7.31,8.19,2.17,56.96,10.52,15.56,8.45,9.47,18.93,2.81,6.56,4.51,5.35
P08142,4.03,3.84,9.01,1.21,3.94,12.15,3.61,8.51,13.91,4.5,9.4,1.72,40.34,40.04,25.61,18.41,11.15,9.34,4.85,5.27,7.19,7.27
P26616,1.85,0.44,2.88,12.37,2.23,12.4,3.42,2.96,3.01,5.57,7.19,6.96,2.86,20.36,24.88,20.78,7.96,2.4,3.38,4.85,7.87,3.64
P07014,11.24,3.28,5.78,4.87,8.65,6.44,5.15,9.24,5.92,1.03,4.21,1.44,3.45,5.8,2.76,5.07,8.08,10.21,7.84,5.76,8.92,8.56
P37689,4.86,1.75,8.6,3,7,8.83,4.06,4.62,8.98,6.18,4.84,13.47,13.4,3.98,7.66,5.78,4.93,3.52,5.59,7.34,8.33,4.9
P38054,15.05,10.03,4.61,38.24,19.22,12.47,15.92,31.52,25.29,0.73,8.85,3.37,32.11,5.41,20.87,16.27,2.14,10.67,29.19,17.02,48.42,13.75
P0ABC7,3.31,8.19,12.85,5.72,4.14,5.31,6.3,12.91,4.89,1.21,7.91,6.09,4.65,3.85,15.97,21.47,11.07,4.69,9.17,11.62,3.91,4.76
P02930,10.02,2.85,3.98,2.72,4.66,2.29,1.82,8.38,2.84,2.6,1.82,7.44,6.69,11.7,5.15,6.18,6.44,7.4,5.85,9.64,3.13,4.16
P62399,13.78,5.91,2.93,0.77,4.16,6.58,10.63,5.42,11.39,3.54,8.3,4.25,9.88,23.01,9.34,16.74,2.93,1.1,3.93,12.87,4.88,3.2
P0ABD5,3.17,1.29,0.73,3.04,6,5.38,2.03,4.94,7.89,7.22,5.8,1.33,1.78,4.82,17.19,10.77,8.93,8.87,0.17,1.79,7,4.31
P0A7A7,25.85,10.01,9.93,19.9,12.02,8,10.65,27.25,6.84,10.51,10.98,8.86,16.27,11.54,7.5,7.17,5.9,3.11,22.58,18.91,21.81,12.17
P05459,4.8,5.71,2.87,0.25,9.86,5.04,5.48,5.09,3.04,0.5,4.62,2.16,9.39,4.28,10.8,5.83,2.08,0.83,4.55,3.41,2.85,8.17
P23721,9.02,3.6,3.19,2.6,1.5,2.63,3.76,8.26,2.94,3.48,7.06,0.98,9.48,5.05,3.68,12.07,3.29,2.08,3.61,2.84,6.23,6.42
P0A867,20.91,6.39,4.79,9.29,3.15,5.65,5.77,17.03,24.37,2.21,3.96,3.61,9.56,2.38,5.38,21.27,5.08,6.41,7.08,12.02,20.72,9.58
P00944,1.96,5.29,13.05,12.63,8.52,17.29,3.2,7.67,6.99,6.53,11.84,3.39,9.47,14.87,11.17,15.31,17.78,17.51,5.19,2.94,14.46,10.76
P0AC53,6.61,6.12,6.51,5.42,13.07,7.5,4.2,15.26,3.44,2.04,3.5,6.05,4.01,10.69,10.75,10.43,4.14,5.9,1.25,3.36,7.96,4.41
P08660,5.81,2.35,4.41,9.75,1.31,2.78,4.02,11.44,6.96,4.19,9.79,7.91,9.82,21.94,12.07,21.24,3.81,19.75,3.61,10.74,3.99,4.07
P07023,5.2,2.25,8.1,3.92,6.69,11.06,4.65,3.77,16.69,5.31,3.18,2.79,4.77,11.63,19.32,43.23,5.95,4.2,3.49,7.54,3.94,3.7
P0AEM9,13.63,5.78,7.75,11.67,2.04,6.12,6.29,0.26,6.64,1.33,1.45,1.54,2.27,8.7,10.73,6.02,4.31,13.51,3.12,4.85,4.27,4.4
P0AFG6,17.02,5.16,5.93,12.3,14.27,3.1,3.85,6.86,5.01,4.41,2.12,2.9,17.35,1.7,4.34,2.74,3.39,11.88,2.9,8.74,13.92,3.68
P22259,13.95,5.24,6.38,5.82,5.54,3.68,0.9,2.69,9.45,4.6,7.94,6.39,2.28,13.23,2.98,5.07,2.83,3.55,2.53,1.52,12.57,9.72
P0AFK0,4.93,7.75,8.9,13.3,4.31,7.31,5.7,2.29,7.12,8.74,3.05,3.72,4.4,7.63,4.78,6.01,7,1.05,3.49,5.51,7.18,5.67
P0ADE8,7.96,2.54,6.86,4.87,3.22,3.76,5.81,3.57,2.76,1.89,2.17,8.76,4.02,1.29,6,1.78,1.35,3.52,1.64,6.81,3.9,6.77
P05825,8.56,3.31,5.54,2.63,9.35,3,7.13,2.43,3.27,7.43,14.69,9.55,5.53,12.61,11.06,26.8,10.5,4.71,4.08,16.05,57.99,11.43
P75780,16.79,1.03,13.4,13.22,4.78,3.08,1.87,3.95,4.97,5.55,13.76,11.55,6.44,13.24,6.38,24.82,4.85,13.04,4.3,13.01,51.1,18.05
P09169,13.29,5.46,4.89,7.93,1.63,2.57,3.99,12.13,1.64,3.89,4.46,3.29,16.57,6.07,2.24,9.4,6.18,7.98,4.65,2.65,14.41,4.48
P0A698,19.68,5.55,5.51,11.95,5.66,14.95,6,17.7,5.65,1.96,8.25,5.2,8.73,13.73,23.64,7.66,12.83,16.84,4.17,21.03,20.75,9.93
P0A9P9,,,,,,,,,,,,,,,,,,,,,,
P18843,7.3,5.63,2.54,3.75,7.4,6.12,3.92,9.33,3.39,2.25,4.97,1.01,18.91,3.29,8.5,9.01,7.14,4.74,3.61,10.23,8.18,4.72
P0A6P9,10.14,5.9,5.39,0.19,2.88,13,5.31,8.89,6.12,4.47,4.3,2.72,3.56,2.53,7.22,9.64,2.27,8.66,4.74,7.51,3.53,5.35
P27302,7.68,1.16,1.96,3.56,7.92,8.47,4.54,5.23,1.45,2.37,5.57,3.86,8.2,13.59,11.84,7.83,6.04,2.43,5.31,4.27,9.65,2.31
P0ABP8,4.06,0.91,5.77,2.86,4.59,6.73,9.31,14.22,8.24,4.76,4.08,5.4,1.52,10.6,16.3,8.78,7.97,2.95,1.24,10.68,5.49,7.24
P24171,7.91,2.22,11.03,9.53,4.68,19.31,1.99,3.27,5.35,3.59,11.78,2.53,18.43,14.06,18.18,13.31,25.87,13.36,15.75,5.35,14.37,11.3
P37095,3.87,4.73,9.59,2.01,6.64,4.92,6.13,12.34,10.41,0.92,8.82,2.46,2.69,4.14,14.63,7.6,4.76,3.01,5.67,9.62,4.15,5.4
P09551,8.89,3.72,8.08,7.51,4.3,4.43,8.62,9.56,13.53,2.67,4.49,5.82,3.12,13.3,6.35,9.73,7.29,7.02,8.64,10.55,16.24,6.44
P31660,11.17,4.8,15.08,4.92,8.73,28.66,9.62,2.17,2.82,15.58,3.18,8.48,39.22,27.69,39.52,26.69,17.2,8.67,14.78,3.87,0.57,21.14
P27306,10.35,8.45,11.83,2.55,5.26,2.8,11.46,23.82,7.04,4.16,6.58,2.92,12.94,3.96,20.43,5.43,12.67,13.39,3.84,12.47,3.71,8.56
Q46856,7.46,12.37,9.97,15.18,4.83,16.37,13.37,8.96,24.81,5.84,5.64,5.32,14.16,10.63,4.78,24.46,8.41,8.24,6.04,3.61,4.76,17.24
P11454,37.39,4.45,5.57,38.57,29.5,17.59,12.87,1.28,13.61,27.11,21.55,30.55,4.51,24.18,24.53,23.58,13.73,7.75,8.46,11.4,48.95,1.56
P0AE06,12.53,2.33,2.5,1.09,4.89,3.96,3.03,9.5,2.33,2.73,1.79,3.63,6.72,0.58,1.56,9.89,1.72,5.14,5.45,3.23,3.69,1.61
P02931,6.63,3.61,5.11,16.87,7.01,12.61,3.5,17.05,3.31,4.69,1.28,5.17,4.12,1.37,2.32,26.63,2.72,3.64,7.69,2.27,17.46,9.79
P0A903,6.18,1.99,3.09,6.31,4.85,5.05,3.62,6.12,1.01,2.71,3.69,0.88,17.57,4.15,6.23,12.5,11.15,10.01,4.76,2.56,4.3,6.05
P60906,8.65,1.46,2.69,6.4,6.88,1.46,5.51,1.98,11.28,5.4,2.15,3.79,6.38,10.47,25.54,7.23,3.93,4.29,2.95,1.49,6.45,3.23
P0A7L0,15.84,2.1,1.24,4,2.52,3.14,3.39,5.37,5.37,2.59,2.05,4.96,5.81,5.96,9.94,3.23,6.04,7.28,6.77,5.45,4.59,2.69
P0AEK4,4.09,6.39,9.66,7.25,5.34,5.74,2.89,3.32,2.89,2.65,4.36,4.43,14.19,9.64,14.24,2.62,7.56,6.2,6.93,11.31,2.56,16.04
P02943,37.47,4.47,17.24,22.2,2.09,29.97,1.29,6.31,21.76,20.92,26.48,3.1,23.44,8.81,16.87,19.23,6.9,10.77,16.46,3.91,13.35,4.37
P00490,25.94,2.06,21.78,6.96,8.43,2.88,8.92,22.89,3.28,4.5,4.62,1.18,7.91,2.73,30.67,22.19,10.97,4.41,12,3.81,15.62,6.38
P0A796,1.04,6.17,3.33,6.15,2.54,7.69,9.04,10.62,6.62,1.02,8.05,2.61,7.01,12.05,5.68,0.55,3.59,11.93,5.01,9.81,10.38,7.99
P00550,23.54,12.04,11.46,6.52,12.13,17.79,7.84,25.6,8.24,2.63,11.85,5.28,4.93,3.57,16.6,14.31,17.75,6.08,18.51,21.9,14.31,1.63
P02925,3.17,2.08,7.89,11.54,7.49,6.48,3.45,10.98,5.17,1.6,7.67,5.94,12.1,5.36,5.63,8.84,3.68,3.68,4.53,9.28,5.55,14.01
P0AB89,8.36,7.47,19.01,9.73,9.62,10.27,7.67,22.84,12.27,5.27,10.4,6.1,13.38,5.82,31.26,4.53,7.35,18.16,9.12,15.13,7.83,10.69
P18335,3.12,5.51,7.63,6.9,2.11,10.74,8.89,6.8,5.36,3.68,3.48,2.73,6.85,13.29,12.12,10.19,6.1,7.37,1.6,7.24,5.16,6.39
P0A6A6,11.16,6.12,11.79,5.97,1.09,4.53,3.58,14.46,11.08,3.25,1.45,5.68,10.24,3.39,7.94,4.11,13.83,10.17,5.94,0.54,7.18,5.68
P0A879,23.16,3.44,3.05,8.32,10.1,4.93,7.88,0.32,6.77,8.82,6.38,8.97,3.27,3.03,1.79,7.62,11.52,6.65,4.94,17.12,14.31,14.88
P33195,36.77,7.19,22.49,11.71,5.34,0.45,8.98,6.68,10.33,2.02,8.71,4.78,10.71,13.05,38.35,20.97,7.8,5.81,8.15,15.15,4.87,6.53
P00562,26.04,3.82,7.38,19.63,5.84,11.34,4.72,31.22,7.2,11.03,4.42,8.43,11.67,16.29,27.82,18.33,9.44,11.53,12.62,23.59,0.73,10.03
P37902,1.16,3.09,8.92,7.29,3.76,5.29,2.97,9.45,1.81,2.38,5.86,5.48,5.34,8.92,2.96,9.99,10.24,3.97,4.15,8.97,9.24,5.44
P0A9X4,12.61,1.04,3.99,8.12,7.97,8.68,2.75,3.59,9.61,1.2,5.85,3.47,11.94,5.14,18.08,10.07,5.91,10.33,9.02,6.11,7.28,9.3
P06715,9.18,2.61,8.47,2.38,7.82,12.84,1.53,4.05,5.42,3.08,4.16,11.51,13.28,8.9,12.62,15.61,2.52,9.56,5.33,3.1,7.04,3.66
P31979,13.62,6.19,10.97,13.16,4.28,5.36,15.33,12.74,3.07,3.96,7.87,5.78,32.37,4.46,17.02,6.46,13.24,6.84,4.34,8.35,11.81,7.18
P67910,8.49,2.89,3.21,7.24,1.33,4.58,2.83,5.19,4.14,3.82,5.9,1.77,17.61,12.5,4.6,4.98,3.5,1.56,4.38,6.91,7.99,3.32
P0AGD7,4.98,7.51,2.72,15.23,1.49,7.46,6.57,14.54,5.53,1.56,1.9,3.93,16.27,10.17,8.9,11.04,11.09,5.22,14.15,19.86,15.36,8.64
P0AG90,21.64,1.84,13.11,13.12,9.93,2.58,15.14,31.28,5,4.96,5.46,5.52,8.1,7.38,24.39,10.16,5.53,10.97,13.77,16.92,13.1,10.53
P76116,19.04,3.25,6.08,12.74,7.37,8.81,2.17,6.75,1.9,2.21,5.38,4.72,3.7,3.66,6.74,4.56,13.56,12.56,5.53,14.2,29.1,11.8
P16700,30.37,2.2,2.41,9.54,3.76,4.04,2.81,8.95,3.33,2.72,1.33,4.66,6.5,10.14,17.32,17.54,7.57,7.32,6.13,7.69,3.78,0.57
P60785,16.41,4.22,10.1,16.67,4.35,1.16,4.91,28.74,3.77,5.36,12.4,2.31,1.19,8.14,4.15,22.39,16.41,10.22,10.07,18.22,7.53,10.07
P06996,3.96,6.19,5.1,16.25,11.74,4.21,4.98,13.75,14.1,0.35,5.43,2.78,8.92,7.7,8.78,2.59,3.34,4.89,6.56,13.35,20.26,9.5
P0A8J8,12.32,2.97,11.73,7.81,10.11,0.98,4.01,16.82,11.08,3.94,16.25,5.17,16.76,12.17,17.74,7.89,11.4,6.81,11.9,14.42,5.19,3.38
P46837,18.06,5.25,8.1,17.35,3.31,5.04,1.95,20.26,10.66,7.41,9.42,5.62,0.9,9.5,16.3,14.9,6.15,6.94,23.48,21.52,5.88,0.45
P60240,22.19,24.98,16.26,16.37,12.23,1.59,20.27,134.1,10.6,13.54,11.64,4.01,5.18,19.13,15.79,13.48,17.18,0.77,18.88,19.79,15.52,16.66
P0A7V3,32.55,7.99,18.27,17.54,12.65,1.2,7.67,40.98,8.71,5.52,9.39,7.08,6.63,6.31,41.26,16.12,5.72,5.2,19.32,25.41,12.07,15.55
P0AB77,11.8,24.41,10.38,20.28,12.14,18.21,10.33,16.02,11.27,5.24,11.04,12.21,15.38,31.75,8.93,22.35,0.62,27.28,33.16,2.99,6.01,8.2
P0A6K6,5.9,5.8,4.38,13.4,4.53,1.27,4.38,9.23,6.86,0.47,4.53,2.49,8.96,4.1,10.38,13.83,6.89,12.74,5.82,6.81,13.73,3.14
P21599,1.44,3.44,4.28,4.72,4.77,9.67,2.72,2.25,3.1,3.49,2.15,1.71,4.01,6.91,21.45,16.13,8.5,7.11,1.97,12.55,1.25,2.16
P0A858,12.81,2.99,3.72,5.85,2.93,9.88,6.95,2.27,2.6,3.81,2.9,4.82,6.77,6.48,15.52,7.34,3.35,8.74,0.63,4.77,12.19,8.9
P31120,10.98,4.1,9.29,9.32,4.5,6.33,6.12,20.6,8.53,1.87,6.57,3.76,22,5.59,12.7,25.81,0.87,10.85,14.09,13.86,11.77,6.47
P69797,6.69,3.87,4.64,1.85,6.37,7.67,5.8,11.8,7.55,3.82,6.82,1.06,4.3,8.52,23.21,15.65,12.75,3.49,8.16,1.43,11.63,2.33
P69441,9.73,4.08,4.47,3.78,4.52,0.8,3.4,8.05,10.15,3.18,3.78,5.54,7.65,6.77,15.52,15.64,3.19,3.78,8.44,11.84,7.75,3.4
P0AB91,10.36,2.8,4.48,10.94,3.75,9.73,3.22,11.62,11.32,1.98,8.8,1.8,2.37,11.2,9.7,9.56,2.91,7.65,6.78,8.36,13.22,12.1
P21170,9.68,3.57,10.03,6.91,3.87,3.3,3,4.43,2.14,6.07,6.51,1.67,19.86,30.52,14.25,7.06,2.67,8.2,3.75,7.88,6.03,5.92
P0AEZ1,19.51,2.98,8.56,6.75,4.26,4.28,3.26,16.65,3.38,3.25,11.66,7.06,18.87,19.36,4.26,8.63,3.51,6.83,5.27,5.39,7.41,5.83
P39346,,,,,,,,,,,,,,,,,,,,,,
P25526,79.98,2.59,5.25,13.77,2.25,3.96,9.33,11.46,4.6,9.52,13.05,11.88,7.86,2.49,22.87,24.31,6.07,12.67,8.73,5.97,16.55,5.65
P00393,15.16,5.26,18.6,5.84,10.51,7.14,8.32,30.25,19.88,4.68,12.71,10.81,54.84,20.16,32,12.29,9.05,12.43,15.78,16.23,8.93,9.58
P45464,6.69,4.39,6.12,1.42,3.51,4.69,0.62,5.58,3.26,4.4,5.66,1.72,10.04,9.23,3.48,9.84,3.81,1.69,5.77,4.78,9.04,5.58
P77243,7.8,13.23,18.76,9.28,13.32,68.96,19.78,19.93,8.66,2.36,10.51,6.24,7.91,27.93,33.46,29.41,22.94,37.27,14.99,12.99,31.6,8.5
P76578,22.45,5.69,8.01,13.88,0.88,8.04,7.98,31.53,5.78,1.63,12.65,5.86,8.89,7.46,29.78,30.61,9.14,14,10.64,15.82,29.58,7.03
P0ABT2,57.67,4.85,5.8,5.21,1.72,8.39,6.36,16.83,32.22,4.7,2.62,3.67,10.82,3.23,4.23,12.27,17.73,25.61,7,3.2,22.83,13.15
P0AB24,14.13,2.76,5.31,9.73,5.98,9.01,4.68,20.86,4.82,7.56,8.23,5.23,4.12,6.73,4.83,28.1,5.69,21.59,10.6,7.61,30.57,9.73
P08506,17.42,3.14,9.35,6.24,3.49,2.01,2.14,14.79,4.83,2.21,5.13,2.27,9.35,8.03,18.66,16.62,8.74,7.08,6.51,3.57,17.06,5.44
P0AEP3,4.94,1.73,7.85,10.59,5.2,5.85,4.65,9.85,6.3,2.03,2.85,1.19,27.94,4.7,4.24,26,12.34,11.93,3.55,8.55,3.55,14.73
P0A715,6.14,4.49,11.39,12.07,7.42,3.53,10.14,6.3,2.55,11.59,2.33,5.28,8.14,7.99,6.17,39.69,13.1,9.05,10.91,7.51,5.4,4.37
P0A7I4,10.79,2.05,4.01,8.83,7.58,7.54,6.56,1.88,4.58,5.31,9.06,2.08,25.05,11.11,9.93,14.68,8.07,12.2,5.54,17.09,11.93,3.45
P0A7V8,16.91,4.66,9.61,7.39,1.58,4.47,9.19,22.44,8.47,5.85,7,5.99,8.95,18.64,23.61,16.32,0.98,3.64,8.61,19.43,1.27,2.84
P02359,3.59,3.75,10.27,9.47,12.27,6.3,10.14,9.44,7.07,8.12,5.3,3.59,3.75,5.81,7.8,10.39,0.67,8.69,2.07,4.7,17.84,8.81
P23830,21.19,6.25,27.27,18.19,7.69,13.4,12.04,29.41,4.44,9.09,12.78,9.74,19.47,13.5,22.65,16.33,1.82,6.43,11.16,10.97,17.44,14.22
P06129,8.38,10.08,3.01,8.45,6.65,2.99,3.67,9.32,3.71,4.34,4.31,1.74,12.81,11.36,13.26,9.19,3.69,3.19,6.09,5.46,15.14,4.78
P0A9T0,7.33,5.73,5.23,2.64,7.41,16.21,8.04,12.9,7.33,2.08,11.81,3.12,8.51,8.49,18.87,8.75,3.1,15.96,5.4,21.38,8.75,17.94
P0A991,46.61,7.19,7.62,14.03,8.49,2.31,2.61,18.22,7.39,2.37,1.97,1.67,8.62,2.81,14.45,8.58,11.13,9.43,5.77,12.67,30.23,7.12
P52697,33.49,6.05,2.42,22.48,5.22,18.04,13.75,15.05,16.71,9.75,10.74,8.44,9.53,5.1,7.41,12.6,2,8.93,2.13,4.24,24.08,9.96
P33221,2.03,2.3,5.46,3.87,7.5,6.93,5.01,5.93,8.34,10.75,5.65,7.11,11.1,16.84,6.08,28.8,8.54,19.56,14.15,3.1,3.95,12.75
P0A9Q9,12.29,3.35,5.47,8.61,5.19,11.66,8.42,2.76,6.72,8.17,3.84,2.93,10.41,8.79,5.75,10.22,12.74,1.34,2.78,6,9.61,7.04
P22256,84.22,3.14,4.65,2.98,7.11,5.19,2.4,4.92,6.8,2.66,4.18,5.7,17.58,9.95,1.1,13.69,9.83,2.99,4.64,8.16,15.74,6.47
P18956,11.62,25.36,8.01,15.2,11.46,13.48,6.33,10.89,8.63,4.33,11.62,4.87,14.02,17.5,19.77,21.4,29.72,10.92,4.01,7.54,24.68,10.76
P21165,8.95,3.27,7.75,4.06,1.04,2.08,3.68,4.78,4.7,2.5,6.68,4.94,8.15,3.11,6.83,8.33,9.16,5.27,2.4,11.1,6.07,2.87
P07004,6.44,1.63,9.31,8.94,8.98,3.43,4.27,9.29,5.76,1.21,7.29,2.43,12.13,8.93,19.24,10.51,3.26,6.18,1.11,6.07,6.06,9.42
P0A7B5,6.11,3.59,7.49,16.86,6.44,6.63,5.99,11.75,8.46,1.34,11.39,4.48,3.17,16.85,28.08,11.69,4.73,3.21,3.38,6.38,2.22,10.31
P0AEZ3,10.06,8.22,10.53,4.9,7.75,7.78,1.96,3.97,2.38,2.61,5.76,1.33,18.52,2.49,6.23,12.74,0.97,6.31,4.48,3.84,2.89,5.33
P77735,25.3,7.17,12.19,7.28,1.74,7.52,3.26,7.13,12.81,4.94,5.81,4.28,6.77,10.47,5.43,9.86,7.03,11.28,4.21,5.81,15.49,7.63
P0ABJ1,13.82,10.62,26.63,11.81,8.57,5.01,13.72,37.44,12.12,3.36,18.02,6.24,22.08,9.21,38.48,33.7,6.11,4.2,30.14,31.22,2.73,14.57
P19926,13.87,1.67,4.95,2.69,3.76,8.2,2.28,21.52,9.74,1.57,2.25,3.49,6.67,15.38,15.46,48.33,11.69,14.9,5.26,8.47,5.19,4.14
P33136,12.57,1.61,6.09,7.78,1.42,3.34,7.74,4.16,9.27,2.6,3.58,2.52,35.7,14.44,16.84,9.46,5.25,3.92,1.68,3.91,7.23,4.17
P0AE78,3.3,9.04,7.67,17.15,5.5,14.9,9.08,11.3,2.75,3.95,7.96,8.2,2.67,3.04,5.08,4.82,10.37,3.65,8.01,2.5,10.08,11.41
P23836,5.61,7.68,5.09,3.61,4.26,14.44,5.05,14.8,7.07,3.46,5.7,10.44,2.79,9.73,19.85,21.08,8.94,1.59,3.06,11.23,7.4,2.61
P0ABD3,75.61,10.57,20.86,9.69,14.09,11.88,11,11.31,21.75,9.72,6.66,3.53,17.85,2.83,6.3,4.42,6.96,5.83,10.68,15.82,32.72,13.58
P09372,8.19,1.96,6.17,5.81,2.25,2.22,2.93,14.15,1.42,3.52,8.1,3.86,15.33,5.18,7.3,8.94,2.78,10.2,4.1,7.66,5.5,3.99
P0ACC7,10.92,2.66,8.68,15.68,2.82,5.1,6.17,13.03,13.32,5.95,6.4,3.68,9.73,12.1,13.37,7.58,4.24,7.57,8.91,9.46,11.43,1.44
P77239,6.34,10.51,10.77,21.18,10.43,7.06,5.72,9.45,20.68,6.93,2.92,3.75,5.06,3.93,20.03,10.06,7.54,18.39,17.24,0.93,37.92,8.7
P60438,14.41,4.54,4.41,1.95,5.75,15.58,2.01,6.62,3.29,4.73,7.01,4.03,2.27,7.18,10.6,4.59,4.85,3.36,5.22,5.2,2.56,4.53
P62620,17,4.25,15.21,12.58,6.15,30.4,9.72,45.12,2.76,6.85,10.15,10.54,40.28,32.12,48.74,6.98,3.28,9.83,7.02,13.09,2.76,4.34
P18133,4.62,6.31,5.74,9.17,7.1,7.33,1.37,10.58,7.39,3.75,7.34,10.16,18.06,12.35,25.28,5.83,2.92,7.13,17.84,11.4,12.62,7.17
Q46829,10.53,10.98,7.37,4.62,8.7,15.93,2.39,10.41,7.29,6.6,12.05,5.83,5.8,7.1,5.79,10.01,5.54,1.88,5.33,5.86,6.29,3.47
P07650,8.82,15.21,5.24,9.14,6.95,4.01,9.78,6.42,14.51,7.45,6.49,5.62,20.8,10.5,4.29,22.09,12.56,18.85,8.15,13.08,13.95,9.98
P12758,8.26,3.7,1.94,27.41,6.93,13.12,5.07,2.89,10.4,6.22,5.26,2.23,6.53,11.54,10.36,14.46,10.55,3.48,5.32,3.01,13.61,11.44
P0A8F0,11.78,2.23,2.15,3.07,2.24,3.55,5.36,7.85,2.54,5,0.49,3.96,8.08,6.25,3.08,8.92,6.92,3.02,3.6,6.62,4.22,7.26
P0A717,9.56,3.55,2.58,5.79,2.33,7.31,2.4,5.09,0.64,10.31,4.8,4.5,16.72,13.08,8.71,3.62,2.55,2.86,4.47,3.9,7.19,6.45
P23908,17.49,3.63,2.93,11.78,7.55,3.28,7.55,7.71,4.6,6.72,3.12,6.16,6.02,3.7,13.22,1.94,5.88,11.11,3.86,3.61,5.18,5.45
P0AC38,7.64,14.84,14.08,0.74,6.15,2.09,6.58,11.89,11.19,1.65,7.06,1.21,14.49,8.45,3.33,40.52,9.23,5.35,4,13.49,5,7.81
P0A9D8,6.02,3.57,11.57,8.65,4.92,13.53,10.05,7.83,1.72,4.51,3.83,4.84,6.03,7.31,4.31,9.19,4.86,3.21,14.3,5.3,5.71,5.5
P60757,4.02,4.1,4.44,1.19,5.78,0.68,10.17,6.95,16.45,10.09,1.84,5.04,7.85,13.22,17.42,17.86,7.06,0.52,2.43,6.65,11.33,7.36
P15288,6.93,4.65,4.85,5.84,3.61,3.68,1.95,11.09,4.76,0.6,3.15,5.45,14.45,3.31,10.13,4.72,7.5,4.01,3.26,8.55,2.47,5.78
P15034,7.03,3.04,5.89,1.19,7.72,7.06,6.87,11.98,3.53,4.86,11.93,3.67,23.26,3.78,8.24,9.85,13.52,17.65,6.47,5.56,1.33,8.24
P00893,19.89,2.08,8.57,1.35,7.36,10.47,7.12,0.93,5.46,6.29,16.6,5.47,10.04,6.72,4.48,4.23,7.5,5.4,1.24,5.11,8.07,2.74
P0AEU0,9.16,2.79,2.68,2.42,7.46,7.36,9.76,2.66,4.98,2.78,7.43,3.85,11.28,7.72,4.68,7.41,3.53,2.03,4.33,3.66,9.42,5.16
P0A6A3,8.16,2.14,6.13,4.34,8.16,4.85,8.86,9.44,4.47,3.33,10.11,7.14,15.67,12.82,15.04,9.96,24.31,1.52,6.37,5.41,9.71,7.74
P05042,19.53,8.82,5.1,5.75,6.21,5.96,3.56,8.02,3.69,4.67,5.4,1.75,23.64,2.95,7.93,0.96,6.22,5.31,11.05,8,7.03,11.46
