,galactose,acetate,pyruvate,glycerol,fructose,succinate,glucose
b0145,0.0001623831,0.0001397339,0.0001640651,0.0002171352,0.0001748519,0.0001871993,0.0001814841
b0463,0.0001471269,0.0001151687,0.0001648319,0.0001648866,0.000155045,0.0001494934,0.0001811862
b1702,0.0003505232,0.0004990003,0.000736295,0.0003084728,9.02212463266E-05,0.0005981025,0.0001793495
b3619,0.0001907624,0.0001744935,0.0001597165,0.0001667332,0.0001583982,0.0001608278,0.0001791741
b1849,0.0001211388,6.80368311531E-05,0.0002015558,0.0001151625,9.88416480945E-05,0.0001025794,0.0001788363
b1084,0.0001523164,0.0001462269,0.0001581528,0.0001692872,0.0002231916,0.0001531197,0.0001775311
b1131,0.0001073058,8.04667859382E-05,0.0001565764,0.000146934,0.000217312,0.0001971289,0.0001765367
b0439,0.000173021,0.0001296627,0.0002080969,0.0002058329,0.000235642,0.0002037607,0.0001764849
b1732,0.0006376861,0.0003794553,0.0001948955,0.0002989034,0.0001603898,0.0003467984,0.0001760336
b1854,0.0002307854,0.0001596935,0.0002254164,0.0002234139,0.0001901323,0.00018245,0.0001730893
b4207,0.000093474,8.73481684508E-05,0.0001606866,0.0001418704,0.0001352592,0.0001393526,0.0001724662
b4005,8.36496541124E-05,8.0562349271E-05,0.0001924653,0.0001323992,0.0001471791,0.0001196233,0.00017217
b3310,0.0001271709,0.0001109302,0.0001152357,0.0001832399,0.0001976223,0.0001512459,0.0001702968
b4013,6.79655593189E-05,3.84751353163E-05,5.81054193364E-05,6.24495051095E-05,7.6658905485E-05,7.73908483047E-05,0.0001701068
b2094,0.0002641786,0.000838054,0.0004173447,0.0004341702,0.0002290414,0.0004405584,0.0001698817
b0434,0.0001173587,0.0001089846,0.0001709131,0.0001616922,0.0001362011,0.0001512506,0.0001697043
b2938,0.0001248042,0.0001029558,0.000146467,0.0001556319,0.0001385506,0.0001039931,0.0001695314
b3860,0.0001063144,0.0001078471,0.0001679143,0.0001897782,0.0001664886,0.0001453035,0.0001693969
b0908,0.000090886,6.42734064144E-05,9.4418210882E-05,0.0001011117,0.0001288284,8.19453433226E-05,0.0001679591
b2499,0.0001470522,9.6151490833E-05,0.0002066715,0.0001612089,0.000148867,0.0001313233,0.000166145
b2283,0.0002066757,0.0001910309,0.0002689837,0.0002804001,0.0002517797,0.0002794091,0.0001658987
b3649,0.0001605327,0.0001177834,0.0001413585,0.0001433405,0.0001612374,0.0001959251,0.0001653151
b4034,0.0005516095,0.0003470817,0.0004401543,0.0005076175,0.0003715823,0.0005151288,0.0001646395
b1782,8.51601874567E-05,0.0001147598,0.0001111293,0.0001246037,0.0001146942,0.0001413578,0.0001641039
b1604,0.0001475135,0.0001162535,0.0001635982,0.000157488,0.0001756292,0.0001439132,0.0001639242
b3008,6.22235611658E-05,7.18776944192E-05,9.07239298422E-05,0.000082848,6.44686183559E-05,5.41934037886E-05,0.0001629172
b4401,0.0003704737,0.0001825828,0.0001647439,0.0002051765,0.0001560287,0.0002270269,0.0001628376
b0126,0.0001202919,0.0001166232,0.0001282104,0.0001227302,0.0001407808,0.0001129489,0.0001619495
b1286,0.000079339,9.71486100796E-05,0.0001241163,0.0001247234,0.0001643463,0.0001323759,0.0001618925
b0432,0.000070523,0.0001606565,0.0003080653,0.0001467872,0.0001635283,0.0001699601,0.0001617959
b3957,0.0001272186,7.41586629075E-05,0.000113265,0.0001111878,0.0001319894,7.63941713888E-05,0.0001609067
b0453,0.0002583678,0.0002013024,8.82313894461E-05,0.0001108209,0.0001059163,0.0001197427,0.0001592963
b1656,0.0001347613,0.0001994701,0.0001796983,0.0001860378,0.0001605097,0.0002426361,0.0001587401
b3256,0.0001173271,0.000112871,0.0001366072,0.0001490887,0.0001491011,0.0001507407,0.0001581976
b3770,8.9889179689E-05,0.000093584,0.0001351679,0.0001234036,0.0001705685,0.0001308005,0.0001576072
b2514,0.000116527,0.0001007777,0.0001116221,0.0001190673,0.0001333965,0.0001178022,0.0001574068
b2297,0.0001596509,0.0001481055,0.0005454555,0.0001548744,0.0001917036,0.000170999,0.0001570342
b0031,6.9958430906E-05,0.0001018849,9.57489487383E-05,9.60851161928E-05,0.0001115623,6.25532857156E-05,0.0001570223
b3637,0.000095785,8.25572004766E-05,9.19741842376E-05,0.0001042341,0.0001828112,0.0001821,0.0001563092
b2924,0.0001270396,0.0001108403,0.0001833054,0.0001790944,0.0001797452,0.0001883073,0.0001562218
b0812,0.0001772732,0.0003794472,0.000156909,0.0002302633,0.0001588841,0.0001631229,0.0001556071
b2021,0.000129291,5.61904790475E-05,7.98665008366E-05,0.0001210912,0.0001018263,8.41655141168E-05,0.0001536255
b0492,0.000095649,0.0001060373,0.0001169955,0.0001371951,0.0001074755,0.0001098973,0.0001516347
b3186,0.0001135791,7.53729137131E-05,9.2422603396E-05,0.0001378601,0.0001875107,0.0001427221,0.0001507628
b0180,0.0001430461,0.0001040669,0.000113767,0.00013671,0.0001630405,0.0001327903,0.000148778
b1654,0.0001495565,0.000079698,0.000085142,0.0001042084,0.0001067069,0.0001069003,0.00014653
b0471,0.000093955,9.49238279059E-05,0.0001330447,0.0001340777,0.0001311766,0.0001286662,0.0001464671
b1095,0.0001909124,0.0001163825,0.0001367288,0.0001754018,0.0001661267,0.0001843302,0.0001461794
b2097,0.0003918303,0.0003523454,0.000252011,0.000244869,0.0001609423,0.0002801907,0.0001458308
b1175,0.0001451095,0.0001709291,0.0001967849,0.000154743,0.000129518,0.0001364984,0.0001456511
b2266,0.000319961,0.0002614254,0.0001416222,0.0001764994,9.76261177826E-05,0.0001486684,0.0001453408
b1215,0.0001627264,0.0001809812,0.0001535389,0.0001885149,0.0001510438,0.0001436106,0.0001445037
b1612,0.0002866268,0.0006310138,0.0003992356,0.000289929,0.0002818402,0.0005193576,0.0001443937
b3233,0.0001110352,9.686065855E-05,0.0001481436,0.0001473555,9.70068918882E-05,8.77244592905E-05,0.0001443155
b1850,0.0001033502,0.0001146907,0.0001143448,9.25913342032E-05,0.0001355818,0.0001184638,0.0001435256
b3982,0.0001125717,0.0001156817,0.0001317251,0.0001159901,0.0001282175,0.0001290478,0.0001431069
b2601,9.84321293843E-05,0.0001208193,0.0003315463,0.0001464794,0.0002227809,9.75338880193E-05,0.0001427623
b1817,0.0001247888,0.0001498577,7.5173405137E-05,0.0001885606,0.0002748496,0.0001215599,0.0001422386
b2751,6.98150938133E-05,7.91834491229E-05,0.0001059027,0.0001161891,0.0001444331,8.70395504391E-05,0.0001415354
b3939,9.61386248404E-05,9.76246201368E-05,7.27979389063E-05,0.0001066568,0.0001119588,7.15633541481E-05,0.0001410762
b3414,0.0001066013,0.0001008336,0.0001254413,0.0001327531,0.0001454748,0.0001213879,0.0001396411
b3771,6.63165472516E-05,7.22794086784E-05,0.0001311317,8.87028215226E-05,0.0001353633,9.18725295868E-05,0.0001392042
b3304,8.46678950168E-05,7.26058396108E-05,8.87335694076E-05,0.0001192626,0.0001196976,0.0001032052,0.0001390526
b0688,0.0001319039,0.0001716563,0.0001912756,0.0001680782,0.0001267462,0.0001318917,0.0001390113
b3703,7.39885255539E-05,5.95004230085E-05,8.41166671614E-05,9.48907633049E-05,0.0001277242,0.0001061554,0.0001388599
b0740,9.61823495695E-05,8.74106690562E-05,0.0001130349,0.0001108316,0.0001096982,9.38220790577E-05,0.0001376014
b4054,0.0001184064,0.0001491634,0.0001506575,0.0001142297,0.0001558776,0.0001505246,0.0001365151
b3401,8.7120732539E-05,0.0001033793,0.0001087024,0.0001256538,9.20058426471E-05,9.34499113946E-05,0.0001361957
b3699,9.71817651943E-05,0.0001038819,0.0001261617,0.0001291394,0.0001535049,0.0001082657,0.0001342678
b2171,9.62946242876E-05,7.24837897514E-05,9.23402646822E-05,0.0001198243,0.0001053128,9.18552873779E-05,0.0001342612
b1130,0.0001356387,0.0001648287,0.0001164301,0.0001436898,0.0001274885,0.0001504001,0.0001342318
b3764,0.0001280565,9.39815413464E-05,0.0001554978,0.0001606273,0.00014716,0.0001349628,0.0001319732
b0572,0.0001599782,0.0001306123,9.93642231231E-05,0.0001757672,0.0001561645,0.0001562514,0.0001313332
b1232,6.85689162019E-05,7.95972885499E-05,6.52185217868E-05,8.25882701098E-05,0.000126597,0.0001043778,0.0001303879
b0053,0.0001274764,9.30581102132E-05,0.0001148514,0.0001171019,0.0001132265,0.00010962,0.0001301913
b3733,0.0001116633,0.0001132712,0.0001766305,0.0001452889,0.0001207611,0.0001362522,0.0001290528
b0134,9.55646777046E-05,0.0001637064,0.0001185974,0.0001209079,0.0001067768,9.98071535318E-05,0.0001290444
b2231,0.000089477,0.0001015976,0.000118385,0.0001313632,0.0001476749,0.00012038,0.0001289277
b0674,9.83236244977E-05,0.0001332444,0.0001645247,0.0001423352,0.0001642563,0.0000953,0.0001281161
b2606,7.29592954561E-05,8.21766128747E-05,0.0001114387,0.0001307132,0.0001918057,0.000113566,0.0001280553
b0098,0.0001027154,0.0001006469,0.0001622197,0.0001208989,0.0001336365,0.0001228469,0.0001276796
b0441,0.0002238043,0.0001212883,0.0001413926,0.0001744213,0.0001839192,0.0001857336,0.0001276048
b0150,0.0001426116,0.0001050806,0.0001342667,0.0001393068,0.0001288193,0.0001423156,0.0001271186
b4384,0.0001619718,0.0001272724,0.0001142366,0.000167729,0.0001424218,0.0001649671,0.00012707
b4069,0.0016205314,0.0010394481,0.0007959924,0.0005450644,0.0003050908,0.0012904209,0.0001270694
b0431,6.1832468708E-05,0.0001380379,0.000260389,0.0001316201,0.0001694099,0.0001591242,0.0001260406
b1091,8.88835978604E-05,0.0001086152,0.0001316615,0.0001210203,8.99725654046E-05,7.9667220713E-05,0.0001259141
b1780,8.24733574036E-05,0.0001065339,9.04374228514E-05,0.0001293722,0.0001977904,0.0001075831,0.0001251193
b0222,0.0001514309,0.0001483438,0.0001948025,0.0001572759,0.0001332467,0.0001547091,0.0001242951
b1719,0.0001099035,0.0001045795,0.0001216672,0.0001335578,0.0001406212,0.000113893,0.0001231373
b2891,8.83981154701E-05,0.0001031766,9.26142949395E-05,0.0001071606,0.0001102629,0.0001010392,0.0001229164
b1852,0.0001519301,7.61611512575E-05,0.000111883,0.0001243724,0.0001438786,9.45962266616E-05,0.0001217735
b4059,0.0001087502,8.64802204833E-05,0.0001292816,0.0001177992,0.0001302324,0.0001117207,0.0001214284
b3403,0.0007329826,0.0009260661,0.0010337729,0.0006015619,0.0002455828,0.0009733421,0.000121237
b2599,0.0002166936,0.0001013535,9.81462134956E-05,0.0001203601,0.0001068066,0.0001172884,0.0001209747
b3384,7.01856453146E-05,7.57405622425E-05,9.20225020044E-05,9.79048387346E-05,9.86224757405E-05,8.29355276749E-05,0.0001205915
b3931,0.000084578,9.31537576233E-05,0.00009832,0.0001277092,0.0001309713,0.0001236269,0.0001201242
b2095,0.0007516272,0.0012126617,0.0005969975,0.0002596749,0.000349429,0.0005342631,0.0001179503
b0724,0.0001875231,0.0004162115,0.0002815169,0.0001700231,0.0001880284,0.0003062246,0.0001176999
b1614,0.0001150662,0.0001340856,0.000100762,0.000125592,0.0001038237,0.000109328,0.0001176961
b2093,0.0004527105,0.0008632422,0.0002780002,0.000343277,0.0002105371,0.0005117477,0.0001169573
b3742,0.0001440358,6.01006608549E-05,0.0001151669,9.9886744153E-05,9.83631122086E-05,9.91657472481E-05,0.0001167848
b2217,9.17440787581E-05,7.94849305643E-05,9.04986199045E-05,9.40651485422E-05,0.0001215578,9.49281844999E-05,0.0001161225
b0767,0.0003849634,0.0002322313,0.0001297403,0.0002317672,0.0001535629,0.000173858,0.0001159134
b1064,0.0001541279,0.0001015993,0.0001127199,9.27047095072E-05,0.000099338,0.0001257553,0.0001150165
b3744,3.03024944806E-05,4.2911756697E-05,7.5954450833E-05,0.000057999,7.6606279605E-05,4.19674768139E-05,0.0001146723
b2477,0.0001012897,7.28255771537E-05,0.0001033057,9.47417740996E-05,0.0001033767,9.73877099182E-05,0.0001144652
b0523,8.3799819644E-05,9.95642904255E-05,8.23972887179E-05,0.000064879,0.000085223,8.48107191627E-05,0.0001137406
b3936,0.0001312797,9.88143838312E-05,0.0001192593,0.0001469939,0.0001771034,0.0001239054,0.0001135303
b2286,0.0001411815,0.0001326578,0.0001466067,0.0002121494,0.0001748916,0.0001623538,0.0001130779
b0801,3.12238597475E-05,0.000083662,5.54128240328E-05,0.000045299,5.98961278946E-05,4.20114683336E-05,0.0001126139
b0772,7.32526581163E-05,8.03331191523E-05,0.0001261706,9.65907504448E-05,9.83099488915E-05,9.96747099939E-05,0.0001124439
b0680,7.87378591963E-05,8.24090827109E-05,9.87188010794E-05,0.000102194,0.0001052264,8.00111040632E-05,0.0001123685
b3553,0.000084624,6.59866785758E-05,9.93896864828E-05,7.79575575899E-05,0.0001008777,0.000078405,0.0001121159
b3336,0.0004102356,0.0003329914,0.0001101652,0.0001992133,0.000092627,0.0001730814,0.0001118451
b2914,0.0001018129,0.0001183904,0.0001186013,0.0001065872,8.85745538707E-05,9.69825212996E-05,0.0001117225
b1905,3.58469075915E-05,3.65604983739E-05,4.45134022367E-05,4.86773964338E-05,0.000044885,3.55131654849E-05,0.0001114146
b1264,0.0001071489,5.86624118881E-05,0.0001146671,0.0001443974,0.0001439112,0.000088174,0.0001110377
b4235,7.24911992504E-05,0.000092882,8.81735365455E-05,9.88094757712E-05,8.59951901721E-05,7.9601747745E-05,0.0001110056
b3464,8.31446747635E-05,8.23098918198E-05,9.65024862595E-05,9.33123781002E-05,8.23951344181E-05,7.68505736756E-05,0.0001110041
b3847,0.0001680895,0.0001189034,0.000129177,0.0001304263,0.0001221231,0.0001437967,0.0001101249
b3958,6.65244441982E-05,0.000065533,7.77656197948E-05,0.000085159,9.59622113236E-05,7.33831957894E-05,0.0001094199
b4174,9.31908189488E-05,9.76263589384E-05,0.0001288706,0.0001309547,0.0001169755,9.74048244959E-05,0.0001088903
b1876,7.89203985971E-05,6.29331200369E-05,7.55110833285E-05,8.04612279134E-05,9.06661041232E-05,8.19981038683E-05,0.0001078706
b0469,3.07050745312E-05,0.000042285,5.29059439997E-05,6.76360832586E-05,6.48472404266E-05,5.65663679048E-05,0.0001077182
b0806,6.89193700688E-05,9.30885371724E-05,9.23401386545E-05,8.21688038256E-05,0,9.02135979391E-05,0.0001072064
b1831,8.27813555633E-05,7.78313077336E-05,9.58920866554E-05,0.0001238673,0.0001287064,0.0001088228,0.0001063528
b0632,6.36701083005E-05,5.96608221974E-05,9.00668094665E-05,9.409982313E-05,8.97604443963E-05,0.000074881,0.0001062259
b2027,8.86172893039E-05,6.71541925602E-05,8.1279327533E-05,9.02198205373E-05,9.62539410128E-05,0.0001029177,0.0001057616
b0407,0.000095746,7.4641872258E-05,0.0001375772,0.0001215265,0.0001084657,0.0001064341,0.0001057498
b2600,6.04509440288E-05,7.96993130358E-05,0.0001918617,9.8806271403E-05,0.0001290609,4.8338479662E-05,0.0001054816
b4260,0.0001152204,8.52526916418E-05,0.0001315371,0.0001224832,0.0001140045,0.000093912,0.0001045801
b0123,9.35852277607E-05,8.03510550386E-05,8.86806994125E-05,0.0001072766,6.3175261488E-05,8.8517595922E-05,0.000103604
b1263,8.21305753631E-05,6.51333660003E-05,0.0001135176,0.0001193358,0.0001268087,6.70767416809E-05,0.0001033252
b4160,8.7914522943E-05,7.11100943195E-05,0.0001091064,0.0001006978,0.0001015906,9.24033869427E-05,0.0001031524
b1276,0.0002910436,0.0003421346,0.0001544033,0.0001504546,0.0001121343,0.000224674,0.0001030356
b2898,0.0001360325,0.0001286058,0.0001299995,0.000138962,0.0001277232,0.0001293426,0.0001029682
b2780,6.54123741378E-05,5.14826234486E-05,7.61596228097E-05,8.69358263148E-05,9.40247984249E-05,8.78978138094E-05,0.000102712
b0529,7.9543688938E-05,8.33051146605E-05,8.59146963633E-05,9.40431424276E-05,9.33804410684E-05,8.38603857425E-05,0.0001023518
b3560,0.000083793,6.9458205762E-05,0.000080236,8.08435140324E-05,0.00009511,0.000097246,0.0001022729
b2699,0.0001264798,9.45647519029E-05,0.0001332567,0.0001389122,0.0001129733,0.0001299275,0.0001018978
b1048,8.28792516765E-05,7.03273379311E-05,9.12257552394E-05,0.0001025969,0.0001034081,8.91606024491E-05,0.0001018475
b0238,6.49275490395E-05,9.40242317814E-05,0.0001156448,0.000115213,8.57911484631E-05,0.000098675,0.000101714
b4019,7.1229817947E-05,5.28515962225E-05,8.36505418368E-05,8.19855721599E-05,0.0001136576,9.08284135111E-05,0.0001014914
b0912,0.0001083222,7.99855466741E-05,0.000094157,0.000092629,8.1506328359E-05,0.000076852,0.0001011511
b0945,4.93821638038E-05,4.94459353132E-05,5.21172403627E-05,7.19560785027E-05,0.000075415,7.6151308171E-05,0.0001006641
b1051,0.0003140294,0.0001998,0.0001017771,0.0001784818,0.0001020559,0.0001451175,0.0001002578
b0325,0.0002265633,0.0002314027,9.54435561117E-05,0.0001276401,7.95742255265E-05,0.00012647,9.91752512052E-05
b2516,0.0001363655,0.000080531,0.0001185679,0.0001052252,0.0001152279,0.0001145186,9.8967349137E-05
b1739,0.0003209964,0.0001810037,9.11804236203E-05,0.000121576,6.33007520961E-05,0.0001110655,9.81872392164E-05
b2316,6.44194121816E-05,6.25212404869E-05,9.37221097874E-05,0.0001102431,0.0001115407,0.0001032962,9.80248670736E-05
b2024,4.58260953479E-05,3.92988167628E-05,6.88986855485E-05,0.000081026,4.75179341605E-05,4.99765185266E-05,9.78143859196E-05
b2465,0.0002477207,0.0001537863,9.24786318172E-05,0.0001284352,8.27721113783E-05,0.0001214825,9.7523815559E-05
b3661,6.3423607782E-05,7.80754836708E-05,4.87108877431E-05,8.71984620379E-05,7.79801846907E-05,6.0764532618E-05,9.73087875412E-05
b3302,5.68751955629E-05,0.000048684,5.4711897198E-05,9.11222947039E-05,9.77432774547E-05,7.28322103021E-05,9.61792235942E-05
b1983,3.86142463392E-05,5.78325651876E-05,5.69733986547E-05,5.60095453768E-05,5.48522830581E-05,4.68284196042E-05,9.61464789133E-05
b2467,5.98721236276E-05,4.98585692714E-05,6.87934439239E-05,8.9014646628E-05,9.27171358902E-05,7.50867035407E-05,9.59889162798E-05
b0120,3.43219212598E-05,2.99688429564E-05,3.50974624643E-05,4.78956663711E-05,5.44638481818E-05,4.65560800329E-05,9.58401607578E-05
b1236,9.54298752781E-05,7.73764136408E-05,6.9000186234E-05,0.0001024443,9.26404672058E-05,8.00454212198E-05,9.44915406509E-05
b1712,0.0001316582,8.48266922201E-05,9.67694037823E-05,0.0001083856,8.96938119017E-05,0.000087699,9.40666881625E-05
b0159,0.0001197022,7.21531591514E-05,9.65181722475E-05,9.26596258397E-05,0.000103768,0.000098102,9.40520915412E-05
b3363,7.64945834253E-05,0.000104436,9.21085685492E-05,8.66558405772E-05,6.27747176237E-05,7.25474094213E-05,0.000093266
b2113,6.64586794103E-05,6.15513555206E-05,7.30961994363E-05,7.10286007615E-05,0.000082509,7.4269480564E-05,9.31707556616E-05
b2762,5.23641303698E-05,4.32653788158E-05,0.000070222,8.38421538207E-05,7.28762605458E-05,5.17060959288E-05,9.22382408185E-05
b0661,4.20931922064E-05,3.68652108282E-05,5.11116189261E-05,6.18045508576E-05,6.24247836016E-05,0.000067958,9.19477292123E-05
b0863,0.0001123924,0.0001305726,0.0001127389,0.0001297702,0.000076088,0.0001123782,9.19392399785E-05
b3705,0.000070374,6.54423001598E-05,0.0001044398,0.0001015353,0.0001141455,8.74950526332E-05,9.17554907687E-05
b3176,0.0001008095,7.57888758072E-05,0.0001066672,0.00010006,0.0001157376,8.82402927897E-05,9.16058419389E-05
b1333,0.0001483203,0.0001165907,0.0001250651,0.0001123477,8.45585626338E-05,7.30664671529E-05,9.14352347701E-05
b2464,0.0002102375,0.0001035042,0.000060959,9.26991505261E-05,5.98809128016E-05,7.71430595939E-05,9.13714918259E-05
b1539,0.0001092496,0.0001148494,0.0001114988,0.0001226191,0.0001018275,0.0001344438,9.13017423895E-05
b3640,0.0000587,3.90173560583E-05,7.66435764901E-05,7.06582596154E-05,7.09756551041E-05,7.68167723322E-05,9.04870933183E-05
b1087,0.0002009716,0.0001143757,9.00676150571E-05,0.0001289695,8.89176347399E-05,9.61551523682E-05,8.99429434509E-05
b3916,9.24352231766E-05,6.35408808324E-05,5.67576577826E-05,8.42802571189E-05,0.0001177527,5.65878886801E-05,8.9404093257E-05
b2421,4.76988718766E-05,0.000061315,6.40383184953E-05,6.05240533294E-05,6.55998135077E-05,7.41207955289E-05,8.8724664859E-05
b2569,7.45401621251E-05,0.000050872,0.0001294944,0.00008322,0.0001058156,7.34595833221E-05,0.000088218
b3917,5.42631612454E-05,8.86663270895E-05,4.13845596281E-05,8.69003686221E-05,0.0001037253,0.000044377,8.81327614889E-05
b2330,0.000049732,0.000054861,8.07204177631E-05,6.32748477879E-05,5.14789232219E-05,4.19793517906E-05,8.71302962356E-05
b4375,3.8275090755E-05,5.2407458723E-05,5.68676125132E-05,0.000057154,6.16364903609E-05,5.96311340588E-05,8.70333672616E-05
b4175,7.36393032609E-05,5.97282490331E-05,0.000090271,0.0001012201,0.000089517,0.000076839,8.60841511318E-05
b3357,0.0001721067,0.0001251972,0.0001796593,0.0001196327,9.63443741585E-05,0.0001594676,8.57862928345E-05
