reaction_id,reaction_string,EC_number
2AGPA161tipp,2-hexadec-9-enoyl-sn-glycerol 3-phosphate ⇒ 2-hexadec-9-enoyl-sn-glycerol 3-phosphate,
2AGPA180tipp,2-octadecanoyl-sn-glycerol 3-phosphate ⇒ 2-octadecanoyl-sn-glycerol 3-phosphate,
2AGPA181tipp,2-octadec-11-enoyl-sn-glycerol 3-phosphate ⇒ 2-octadec-11-enoyl-sn-glycerol 3-phosphate,
2AGPE120tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),
2AGPE140tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),
2AGPE141tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),
2AGPE160tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),
2AGPE161tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),
2AGPE180tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),
2AGPE181tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),
2AGPEAT120,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) + ATP + Dodecanoate (n-C12:0) ⇒ AMP + Phosphatidylethanolamine (didodecanoyl, n-C12:0) + Diphosphate",
2AGPEAT140,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + ATP + Tetradecanoate (n-C14:0) ⇒ AMP + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0) + Diphosphate",
2AGPEAT141,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) + ATP + Tetradecenoate (n-C14:1) ⇒ AMP + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1) + Diphosphate",
2AGPEAT160,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) + ATP + Hexadecanoate (n-C16:0) ⇒ AMP + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) + Diphosphate",2.3.1.40
2AGPEAT161,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + ATP + Hexadecenoate (n-C16:1) ⇒ AMP + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) + Diphosphate",
2AGPEAT180,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) + ATP + Octadecanoate (n-C18:0) ⇒ AMP + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0) + Diphosphate",2.3.1.40
2AGPEAT181,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) + ATP + Octadecenoate (n-C18:1) ⇒ AMP + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) + Diphosphate",
2AGPG120tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),
2AGPG140tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),
2AGPG141tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),
2AGPG160tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),
2AGPG161tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),
2AGPG180tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),
2AGPG181tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),
2AGPGAT120,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) + ATP + Dodecanoate (n-C12:0) ⇒ AMP + Phosphatidylglycerol (didodecanoyl, n-C12:0) + Diphosphate",
2AGPGAT140,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) + ATP + Tetradecanoate (n-C14:0) ⇒ AMP + Phosphatidylglycerol (ditetradecanoyl, n-C14:0) + Diphosphate",
2AGPGAT141,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) + ATP + Tetradecenoate (n-C14:1) ⇒ AMP + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) + Diphosphate",
2AGPGAT160,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) + ATP + Hexadecanoate (n-C16:0) ⇒ AMP + Phosphatidylglycerol (dihexadecanoyl, n-C16:0) + Diphosphate",
2AGPGAT161,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) + ATP + Hexadecenoate (n-C16:1) ⇒ AMP + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) + Diphosphate",
2AGPGAT180,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) + ATP + Octadecanoate (n-C18:0) ⇒ AMP + Phosphatidylglycerol (dioctadecanoyl, n-C18:0) + Diphosphate",
2AGPGAT181,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) + ATP + Octadecenoate (n-C18:1) ⇒ AMP + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) + Diphosphate",
2DGULRGx,2-Dehydro-L-gulonate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ D-Gluconate + Nicotinamide adenine dinucleotide,
2DGULRGy,2-Dehydro-L-gulonate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ D-Gluconate + Nicotinamide adenine dinucleotide phosphate,
2DGULRx,2-Dehydro-L-gulonate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ L-Idonate + Nicotinamide adenine dinucleotide,
2DGULRy,2-Dehydro-L-gulonate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ L-Idonate + Nicotinamide adenine dinucleotide phosphate,
2MAHMP,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate + H2O ⇒ 4-Amino-2-methyl-5-phosphomethylpyrimidine + H+ + Phosphate,
34dhpactex,"3,4-Dihydroxyphenylacetaldehyde ⇒ 3,4-Dihydroxyphenylacetaldehyde",
3AMACHYD,3-Aminoacrylate + H2O + H+ ⇒ Malonate semialdehyde + Ammonium,
3AMPtex,3'-AMP ⇒ 3'-AMP,
3CMPtex,3'-cmp ⇒ 3'-cmp,
3GMPtex,3'-GMP ⇒ 3'-GMP,
3HAD100,(R)-3-Hydroxydecanoyl-[acyl-carrier protein] ⇒ H2O + Trans-Dec-2-enoyl-[acyl-carrier protein],4.2.1.59
3HAD120,(R)-3-Hydroxydodecanoyl-[acyl-carrier protein] ⇒ H2O + Trans-Dodec-2-enoyl-[acyl-carrier protein],4.2.1.59
3HAD121,(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein] ⇒ H2O + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein],4.2.1.61
3HAD140,(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] ⇒ H2O + Trans-Tetradec-2-enoyl-[acyl-carrier protein],4.2.1.59
3HAD141,(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein] ⇒ H2O + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein],4.2.1.61
3HAD160,R-3-hydroxypalmitoyl-[acyl-carrier protein] ⇒ H2O + Trans-Hexadec-2-enoyl-[acyl-carrier protein],4.2.1.59
3HAD161,(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein] ⇒ H2O + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein],4.2.1.61
3HAD180,(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] ⇒ H2O + Trans-octadec-2-enoyl-[acyl-carrier protein],4.2.1.61
3HAD181,(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] ⇒ H2O + Trans-3-cis-11-vacceoyl-[acyl-carrier protein],4.2.1.61
3HAD40,(3R)-3-Hydroxyacyl-[acyl-carrier protein] ⇒ But-2-enoyl-[acyl-carrier protein] + H2O,4.2.1.58
3HAD60,(R)-3-Hydroxyhexanoyl-[acyl-carrier protein] ⇒ H2O + Trans-Hex-2-enoyl-[acyl-carrier protein],4.2.1.59
3HAD80,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein] ⇒ H2O + Trans-Oct-2-enoyl-[acyl-carrier protein],4.2.1.59
3HCINNMH,"3-hydroxycinnamic acid + H+ + Nicotinamide adenine dinucleotide - reduced + O2 ⇒ 2,3-dihydroxicinnamic acid + H2O + Nicotinamide adenine dinucleotide",1.14.13.127
3HPPPNH,"3-(3-hydroxy-phenyl)propionate + H+ + Nicotinamide adenine dinucleotide - reduced + O2 ⇒ 3-(2,3-Dihydroxyphenyl)propanoate + H2O + Nicotinamide adenine dinucleotide",1.14.13.127
3HPPtex,3-Hydroxypropanoate ⇒ 3-Hydroxypropanoate,
3HPPtpp,3-Hydroxypropanoate + H+ ⇒ 3-Hydroxypropanoate + H+,
3KGK,3-Dehydro-L-gulonate + ATP ⇒ 3-keto-L-gulonate-6-phosphate + ADP + H+,2.7.1.53
3NTD2pp,3'-UMP + H2O ⇒ Phosphate + Uridine,3.1.3.6
3NTD4pp,3'-cmp + H2O ⇒ Cytidine + Phosphate,3.1.3.6
3NTD7pp,3'-AMP + H2O ⇒ Adenosine + Phosphate,3.1.3.6
3NTD9pp,3'-GMP + H2O ⇒ Guanosine + Phosphate,3.1.3.6
3OAR100,3-Oxodecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxydecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
3OAR120,3-Oxododecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxydodecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
3OAR121,3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
3OAR140,3-Oxotetradecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
3OAR141,3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
3OAR160,3-Oxohexadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ R-3-hydroxypalmitoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
3OAR161,3-oxo-cis-palm-9-eoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
3OAR180,3-Oxooctadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
3OAR181,3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
3OAR40,Acetoacetyl-ACP + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (3R)-3-Hydroxyacyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
3OAR60,3-Oxohexanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxyhexanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
3OAR80,3-Oxooctanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
3OAS100,H+ + Malonyl-[acyl-carrier protein] + Octanoyl-ACP (n-C8:0ACP) ⇒ 3-Oxodecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
3OAS120,Decanoyl-ACP (n-C10:0ACP) + H+ + Malonyl-[acyl-carrier protein] ⇒ 3-Oxododecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
3OAS121,Cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1) + H+ + Malonyl-[acyl-carrier protein] ⇒ 3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41
3OAS140,Dodecanoyl-ACP (n-C12:0ACP) + H+ + Malonyl-[acyl-carrier protein] ⇒ 3-Oxotetradecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
3OAS141,Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1) + H+ + Malonyl-[acyl-carrier protein] ⇒ 3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41
3OAS160,H+ + Malonyl-[acyl-carrier protein] + Myristoyl-ACP (n-C14:0ACP) ⇒ 3-Oxohexadecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
3OAS161,H+ + Malonyl-[acyl-carrier protein] + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1) ⇒ 3-oxo-cis-palm-9-eoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41
3OAS180,H+ + Malonyl-[acyl-carrier protein] + Palmitoyl-ACP (n-C16:0ACP) ⇒ 3-Oxooctadecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41
3OAS181,H+ + Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + Malonyl-[acyl-carrier protein] ⇒ 3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.179
3OAS60,Butyryl-ACP (n-C4:0ACP) + H+ + Malonyl-[acyl-carrier protein] ⇒ 3-Oxohexanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
3OAS80,H+ + Hexanoyl-ACP (n-C6:0ACP) + Malonyl-[acyl-carrier protein] ⇒ 3-Oxooctanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
3OXCOAT,Coenzyme A + 3-Oxoadipyl-CoA ⇒ Acetyl-CoA + Succinyl-CoA,2.3.1.174
3PEPTabcpp,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ATP + H2O ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ADP + H+ + Phosphate",
3PEPTtex,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",
3UMPtex,3'-UMP ⇒ 3'-UMP,
42A12BOOXpp,"Dopamine + H2O + O2 ⇒ 3,4-Dihydroxyphenylacetaldehyde + Hydrogen peroxide + Ammonium",1.4.99.4
4HOXPACDtex,4-Hydroxyphenylacetaldehyde ⇒ 4-Hydroxyphenylacetaldehyde,
4HTHRS,H2O + O-Phospho-4-hydroxy-L-threonine ⇒ 4-Hydroxy-L-threonine + Phosphate,4.2.3.1
4PCP,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + H2O ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + D-Alanine",
4PCPpp,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + H2O ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + D-Alanine",
4PEPTabcpp,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ATP + H2O ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ADP + H+ + Phosphate",
4PEPTtex,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",
5DGLCNR,5-Dehydro-D-gluconate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ D-Gluconate + Nicotinamide adenine dinucleotide phosphate,1.1.1.69
5DGLCNt2rpp,5-Dehydro-D-gluconate + H+ ⇒ 5-Dehydro-D-gluconate + H+,
5DGLCNtex,5-Dehydro-D-gluconate ⇒ 5-Dehydro-D-gluconate,
5DOAN,5'-Deoxyadenosine + H2O ⇒ 5'-deoxyribose + Adenine,
5MTRtex,5-Methylthio-D-ribose ⇒ 5-Methylthio-D-ribose,
5MTRtpp,5-Methylthio-D-ribose + H+ ⇒ 5-Methylthio-D-ribose + H+,
A5PISO,D-Ribulose 5-phosphate ⇒ D-Arabinose 5-phosphate,5.3.1.13
AACPS1,Acyl carrier protein + ATP + Tetradecanoate (n-C14:0) ⇒ AMP + Myristoyl-ACP (n-C14:0ACP) + Diphosphate,6.2.1.20
AACPS2,Acyl carrier protein + ATP + Tetradecenoate (n-C14:1) ⇒ AMP + Diphosphate + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1),6.2.1.20
AACPS3,Acyl carrier protein + ATP + Hexadecanoate (n-C16:0) ⇒ AMP + Palmitoyl-ACP (n-C16:0ACP) + Diphosphate,6.2.1.20
AACPS4,Acyl carrier protein + ATP + Hexadecenoate (n-C16:1) ⇒ AMP + Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + Diphosphate,
AACPS5,Acyl carrier protein + ATP + Octadecenoate (n-C18:1) ⇒ AMP + Cis-octadec-11-enoyl-[acyl-carrier protein] (n-C18:1) + Diphosphate,
AACPS6,Acyl carrier protein + ATP + Octadecanoate (n-C18:0) ⇒ AMP + Octadecanoyl-ACP (n-C18:0ACP) + Diphosphate,6.2.1.20
AACPS7,Acyl carrier protein + ATP + Dodecanoate (n-C12:0) ⇒ AMP + Dodecanoyl-ACP (n-C12:0ACP) + Diphosphate,6.2.1.l
AACPS8,Acyl carrier protein + ATP + Decanoate (n-C10:0) ⇒ AMP + Decanoyl-ACP (n-C10:0ACP) + Diphosphate,6.2.1.20
AACPS9,Acyl carrier protein + ATP + Octanoate (n-C8:0) ⇒ AMP + Octanoyl-ACP (n-C8:0ACP) + Diphosphate,6.2.1.l
AACTOOR,Aminoacetone + H2O + O2 ⇒ Hydrogen peroxide + Methylglyoxal + Ammonium,1.4.3.6
AADDGT,"DTDP-4-acetamido-4,6-dideoxy-D-galactose + Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate ⇒ DTDP + H+ + Undecaprenyl-diphospho N-acetylglucosamine-N-acetylmannosaminuronate-N-acetamido-4,6-dideoxy-D-galactose",
AAMYL,"1,4-alpha-D-glucan ⇒ Maltohexaose",
AAMYLpp,"1,4-alpha-D-glucan ⇒ Maltohexaose",
AB6PGH,Arbutin 6-phosphate + H2O ⇒ D-Glucose 6-phosphate + Hydroquinone,3.2.1.86
ABTA,4-Aminobutanoate + 2-Oxoglutarate ⇒ L-Glutamate + Succinic semialdehyde,2.6.1.19
ABUTD,4-Aminobutanal + H2O + Nicotinamide adenine dinucleotide ⇒ 4-Aminobutanoate + 2.0 H+ + Nicotinamide adenine dinucleotide - reduced,1.2.1.3
ABUTt2pp,4-Aminobutanoate + H+ ⇒ 4-Aminobutanoate + H+,
ABUTtex,4-Aminobutanoate ⇒ 4-Aminobutanoate,
ACACCT,Acetoacetate + Acetyl-CoA ⇒ Acetoacetyl-CoA + Acetate,2.8.3.8
ACACT1r,2.0 Acetyl-CoA ⇒ Acetoacetyl-CoA + Coenzyme A,2.3.1.9
ACACT2r,Acetyl-CoA + Butanoyl-CoA ⇒ 3-Oxohexanoyl-CoA + Coenzyme A,2.3.1.9
ACACT3r,Acetyl-CoA + Hexanoyl-CoA (n-C6:0CoA) ⇒ 3-Oxooctanoyl-CoA + Coenzyme A,2.3.1.9
ACACT4r,Acetyl-CoA + Octanoyl-CoA (n-C8:0CoA) ⇒ 3-Oxodecanoyl-CoA + Coenzyme A,2.3.1.9
ACACT5r,Acetyl-CoA + Decanoyl-CoA (n-C10:0CoA) ⇒ 3-Oxododecanoyl-CoA + Coenzyme A,2.3.1.9
ACACT6r,Acetyl-CoA + Dodecanoyl-CoA (n-C12:0CoA) ⇒ 3-Oxotetradecanoyl-CoA + Coenzyme A,2.3.1.9
ACACT7r,Acetyl-CoA + Tetradecanoyl-CoA (n-C14:0CoA) ⇒ 3-Oxohexadecanoyl-CoA + Coenzyme A,2.3.1.9
ACACT8r,3-Oxooctadecanoyl-CoA + Coenzyme A ⇒ Acetyl-CoA + Palmitoyl-CoA (n-C16:0CoA),
ACACt2pp,Acetoacetate + H+ ⇒ Acetoacetate + H+,
ACACtex,Acetoacetate ⇒ Acetoacetate,
ACALD,Acetaldehyde + Coenzyme A + Nicotinamide adenine dinucleotide ⇒ Acetyl-CoA + H+ + Nicotinamide adenine dinucleotide - reduced,1.2.1.10
ACALDtex,Acetaldehyde ⇒ Acetaldehyde,
ACALDtpp,Acetaldehyde ⇒ Acetaldehyde,
ACANTHAT,Acetyl-CoA + Anthranilate ⇒ N-Acetylanthranilate + Coenzyme A,
ACBIPGT,Adenosyl cobinamide phosphate + GTP + H+ ⇒ Adenosine-GDP-cobinamide + Diphosphate,2.7.7.62
ACCOAC,Acetyl-CoA + ATP + Bicarbonate ⇒ ADP + H+ + Malonyl-CoA + Phosphate,6.4.1.2
ACCOAL,ATP + Coenzyme A + Propionate (n-C3:0) ⇒ ADP + Phosphate + Propanoyl-CoA,6.2.1.13
ACGAL1PPpp,N-Acetyl-D-galactosamine 1-phosphate + H2O ⇒ N-Acetyl-D-galactosamine + Phosphate,3.1.3.10
ACGAL1Ptex,N-Acetyl-D-galactosamine 1-phosphate ⇒ N-Acetyl-D-galactosamine 1-phosphate,
ACGALtex,N-Acetyl-D-galactosamine ⇒ N-Acetyl-D-galactosamine,
ACGAM1PPpp,N-Acetyl-D-glucosamine 1-phosphate + H2O ⇒ N-Acetyl-D-glucosamine + Phosphate,3.1.3.10
ACGAM1Ptex,N-Acetyl-D-glucosamine 1-phosphate ⇒ N-Acetyl-D-glucosamine 1-phosphate,
ACGAMK,N-Acetyl-D-glucosamine + ATP ⇒ N-Acetyl-D-glucosamine 6-phosphate + ADP + H+,2.7.1.59
ACGAMT,UDP-N-acetyl-D-glucosamine + Undecaprenyl phosphate ⇒ UMP + Undecaprenyl diphospho N-acetyl-glucosamine,
ACGAptspp,N-Acetyl-D-glucosamine + Phosphoenolpyruvate ⇒ N-Acetyl-D-glucosamine 6-phosphate + Pyruvate,
ACGAtex,N-Acetyl-D-glucosamine ⇒ N-Acetyl-D-glucosamine,
ACGK,N-Acetyl-L-glutamate + ATP ⇒ N-Acetyl-L-glutamyl 5-phosphate + ADP,2.7.2.8
ACGS,Acetyl-CoA + L-Glutamate ⇒ N-Acetyl-L-glutamate + Coenzyme A + H+,2.3.1.1
ACHBS,2-Oxobutanoate + H+ + Pyruvate ⇒ (S)-2-Aceto-2-hydroxybutanoate + CO2,2.2.1.6
ACKr,Acetate + ATP ⇒ Acetyl phosphate + ADP,2.7.2.15
ACLS,H+ + 2.0 Pyruvate ⇒ (S)-2-Acetolactate + CO2,2.2.1.6
ACM6PH,N-acetylmuramate 6-phosphate + H2O ⇒ N-Acetyl-D-glucosamine 6-phosphate + D-Lactate,4.2.1.126
ACMAMUT,UDP-N-acetyl-D-mannosaminouronate + Undecaprenyl diphospho N-acetyl-glucosamine ⇒ H+ + UDP + Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate,2.4.1.180
ACMANAptspp,N-Acetyl-D-mannosamine + Phosphoenolpyruvate ⇒ N-Acetyl-D-mannosamine 6-phosphate + Pyruvate,
ACMANAtex,N-Acetyl-D-mannosamine ⇒ N-Acetyl-D-mannosamine,
ACMUMptspp,N-Acetylmuramate + Phosphoenolpyruvate ⇒ N-acetylmuramate 6-phosphate + Pyruvate,
ACMUMtex,N-Acetylmuramate ⇒ N-Acetylmuramate,
ACNAMt2pp,N-Acetylneuraminate + H+ ⇒ N-Acetylneuraminate + H+,
ACNAMtex,N-Acetylneuraminate ⇒ N-Acetylneuraminate,
ACNML,N-Acetylneuraminate ⇒ N-Acetyl-D-mannosamine + Pyruvate,4.1.3.3
ACOAD1f,Butanoyl-CoA + Flavin adenine dinucleotide oxidized ⇒ Crotonoyl-CoA + Flavin adenine dinucleotide reduced,1.3.99.3
ACOAD2f,Flavin adenine dinucleotide oxidized + Hexanoyl-CoA (n-C6:0CoA) ⇒ Flavin adenine dinucleotide reduced + Trans-Hex-2-enoyl-CoA,1.3.99.3
ACOAD3f,Flavin adenine dinucleotide oxidized + Octanoyl-CoA (n-C8:0CoA) ⇒ Flavin adenine dinucleotide reduced + Trans-Oct-2-enoyl-CoA,1.3.99.3
ACOAD4f,Decanoyl-CoA (n-C10:0CoA) + Flavin adenine dinucleotide oxidized ⇒ Trans-Dec-2-enoyl-CoA + Flavin adenine dinucleotide reduced,1.3.99.3
ACOAD5f,Dodecanoyl-CoA (n-C12:0CoA) + Flavin adenine dinucleotide oxidized ⇒ Trans-Dodec-2-enoyl-CoA + Flavin adenine dinucleotide reduced,1.3.99.3
ACOAD6f,Flavin adenine dinucleotide oxidized + Tetradecanoyl-CoA (n-C14:0CoA) ⇒ Flavin adenine dinucleotide reduced + Trans-Tetradec-2-enoyl-CoA,1.3.99.3
ACOAD7f,Flavin adenine dinucleotide oxidized + Palmitoyl-CoA (n-C16:0CoA) ⇒ Flavin adenine dinucleotide reduced + Trans-Hexadec-2-enoyl-CoA,1.3.99.3
ACOAD8f,Flavin adenine dinucleotide oxidized + Stearoyl-CoA (n-C18:0CoA) ⇒ Flavin adenine dinucleotide reduced + Trans-Octadec-2-enoyl-CoA,
ACOATA,Acyl carrier protein + Acetyl-CoA ⇒ Acetyl-ACP + Coenzyme A,2.3.1.86
ACODA,N2-Acetyl-L-ornithine + H2O ⇒ Acetate + Ornithine,3.5.1.16
ACOLIPAabctex,4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A + ATP + H2O ⇒ 4-Amino-4-deoxy-L-arabinose modified core oligosaccharide lipid A + ADP + H+ + Phosphate,
ACONIs,Trans-Aconitate ⇒ Cis-Aconitate,5.3.3.7
ACONMT,Trans-Aconitate + S-Adenosyl-L-methionine ⇒ E-3-carboxy-2-pentenedioate 6-methyl ester + S-Adenosyl-L-homocysteine,2.1.1.144
ACONTa,Citrate ⇒ Cis-Aconitate + H2O,4.2.1.3
ACONTb,Cis-Aconitate + H2O ⇒ Isocitrate,4.2.1.3
