,BIGG_id,reaction_id,reaction_string,EC_number
274,EX_pydx_e,EX_pydx_e,Pyridoxal ⇒ ,
275,EX_pydxn_e,EX_pydxn_e,Pyridoxine ⇒ ,
276,EX_pyr_e,EX_pyr_e,Pyruvate ⇒ ,
277,EX_quin_e,EX_quin_e,Quinate ⇒ ,
278,EX_r5p_e,EX_r5p_e,Alpha-D-Ribose 5-phosphate ⇒ ,
279,EX_rfamp_e,EX_rfamp_e,Rifampin ⇒ ,
280,EX_rib__D_e,EX_rib__D_e,D-Ribose ⇒ ,
281,EX_rmn_e,EX_rmn_e,L-Rhamnose ⇒ ,
282,EX_sbt__D_e,EX_sbt__D_e,D-Sorbitol ⇒ ,
283,EX_sel_e,EX_sel_e,Selenate ⇒ ,
284,EX_ser__D_e,EX_ser__D_e,D-Serine ⇒ ,
285,EX_ser__L_e,EX_ser__L_e,L-Serine ⇒ ,
286,EX_skm_e,EX_skm_e,Shikimate ⇒ ,
287,EX_slnt_e,EX_slnt_e,Selenite ⇒ ,
288,EX_so2_e,EX_so2_e,Sulfur dioxide ⇒ ,
289,EX_so3_e,EX_so3_e,Sulfite ⇒ ,
290,EX_so4_e,EX_so4_e,Sulfate ⇒ ,
291,EX_spmd_e,EX_spmd_e,Spermidine ⇒ ,
292,EX_succ_e,EX_succ_e,Succinate ⇒ ,
293,EX_sucr_e,EX_sucr_e,Sucrose ⇒ ,
294,EX_sulfac_e,EX_sulfac_e,Sulfoacetate ⇒ ,
295,EX_tartr__D_e,EX_tartr__D_e,D-tartrate ⇒ ,
296,EX_tartr__L_e,EX_tartr__L_e,L-tartrate ⇒ ,
297,EX_taur_e,EX_taur_e,Taurine ⇒ ,
298,EX_tcynt_e,EX_tcynt_e,Thiocyanate ⇒ ,
299,EX_thm_e,EX_thm_e,Thiamin ⇒ ,
300,EX_thr__L_e,EX_thr__L_e,L-Threonine ⇒ ,
301,EX_thrp_e,EX_thrp_e,L-Threonine O-3-phosphate ⇒ ,
302,EX_thym_e,EX_thym_e,Thymine ⇒ ,
303,EX_thymd_e,EX_thymd_e,Thymidine ⇒ ,
304,EX_tma_e,EX_tma_e,Trimethylamine ⇒ ,
305,EX_tmao_e,EX_tmao_e,Trimethylamine N-oxide ⇒ ,
306,EX_tre_e,EX_tre_e,Trehalose ⇒ ,
307,EX_trp__L_e,EX_trp__L_e,L-Tryptophan ⇒ ,
308,EX_tsul_e,EX_tsul_e,Thiosulfate ⇒ ,
309,EX_ttdca_e,EX_ttdca_e,Tetradecanoate (n-C14:0) ⇒ ,
310,EX_ttdcea_e,EX_ttdcea_e,Tetradecenoate (n-C14:1) ⇒ ,
311,EX_ttrcyc_e,EX_ttrcyc_e,Tetracycline ⇒ ,
312,EX_tungs_e,EX_tungs_e,Tungstate ⇒ ,
313,EX_tym_e,EX_tym_e,Tyramine ⇒ ,
314,EX_tyr__L_e,EX_tyr__L_e,L-Tyrosine ⇒ ,
315,EX_tyrp_e,EX_tyrp_e,Phosphotyrosine ⇒ ,
316,EX_uacgam_e,EX_uacgam_e,UDP-N-acetyl-D-glucosamine ⇒ ,
317,EX_udpacgal_e,EX_udpacgal_e,UDP-N-acetyl-D-galactosamine ⇒ ,
318,EX_udpg_e,EX_udpg_e,UDPglucose ⇒ ,
319,EX_udpgal_e,EX_udpgal_e,UDPgalactose ⇒ ,
320,EX_udpglcur_e,EX_udpglcur_e,UDP-D-glucuronate ⇒ ,
321,EX_ump_e,EX_ump_e,UMP ⇒ ,
322,EX_ura_e,EX_ura_e,Uracil ⇒ ,
323,EX_urea_e,EX_urea_e,Urea ⇒ ,
324,EX_uri_e,EX_uri_e,Uridine ⇒ ,
325,EX_val__L_e,EX_val__L_e,L-Valine ⇒ ,
326,EX_xan_e,EX_xan_e,Xanthine ⇒ ,
327,EX_xmp_e,EX_xmp_e,Xanthosine 5'-phosphate ⇒ ,
328,EX_xtsn_e,EX_xtsn_e,Xanthosine ⇒ ,
329,EX_xyl__D_e,EX_xyl__D_e,D-Xylose ⇒ ,
330,EX_xylu__L_e,EX_xylu__L_e,L-Xylulose ⇒ ,
331,EX_zn2_e,EX_zn2_e,Zinc ⇒ ,
332,12DGR120tipp,12DGR120tipp,"1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0) ⇒ 1,2-Diacyl-sn-glycerol (didodecanoyl, n-C12:0)",
333,12DGR140tipp,12DGR140tipp,"1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0) ⇒ 1,2-Diacyl-sn-glycerol (ditetradecanoyl, n-C14:0)",
334,12DGR141tipp,12DGR141tipp,"1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1) ⇒ 1,2-Diacyl-sn-glycerol (ditetradec-7-enoyl, n-C14:1)",
335,12DGR160tipp,12DGR160tipp,"1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0) ⇒ 1,2-Diacyl-sn-glycerol (dihexadecanoyl, n-C16:0)",
336,12DGR161tipp,12DGR161tipp,"1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1) ⇒ 1,2-Diacyl-sn-glycerol (dihexadec-9-enoyl, n-C16:1)",
337,12DGR180tipp,12DGR180tipp,"1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0) ⇒ 1,2-Diacyl-sn-glycerol (dioctadecanoyl, n-C18:0)",
338,12DGR181tipp,12DGR181tipp,"1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1) ⇒ 1,2-Diacyl-sn-glycerol (dioctadec-11-enoyl, n-C18:1)",
339,12PPDRtex,12PPDRtex,"(R)-Propane-1,2-diol ⇒ (R)-Propane-1,2-diol",
340,12PPDRtpp,12PPDRtpp,"(R)-Propane-1,2-diol ⇒ (R)-Propane-1,2-diol",
341,12PPDStex,12PPDStex,"(S)-Propane-1,2-diol ⇒ (S)-Propane-1,2-diol",
342,12PPDStpp,12PPDStpp,"(S)-Propane-1,2-diol ⇒ (S)-Propane-1,2-diol",
343,14GLUCANabcpp,14GLUCANabcpp,"1,4-alpha-D-glucan + ATP + H2O ⇒ 1,4-alpha-D-glucan + ADP + H+ + Phosphate",
344,14GLUCANtexi,14GLUCANtexi,"1,4-alpha-D-glucan ⇒ 1,4-alpha-D-glucan",2.4.1.161
345,23CAMPtex,23CAMPtex,"2',3'-Cyclic AMP ⇒ 2',3'-Cyclic AMP",
346,23CCMPtex,23CCMPtex,"2',3'-Cyclic CMP ⇒ 2',3'-Cyclic CMP",
347,23CGMPtex,23CGMPtex,"2',3'-Cyclic GMP ⇒ 2',3'-Cyclic GMP",
348,23CUMPtex,23CUMPtex,"2',3'-Cyclic UMP ⇒ 2',3'-Cyclic UMP",
349,23DAPPAt2pp,23DAPPAt2pp,"2,3-diaminopropionate + H+ ⇒ 2,3-diaminopropionate + H+",
350,23DAPPAtex,23DAPPAtex,"2,3-diaminopropionate ⇒ 2,3-diaminopropionate",
351,23PDE2pp,23PDE2pp,"2',3'-Cyclic UMP + H2O ⇒ 3'-UMP + H+",3.1.4.16
352,23PDE4pp,23PDE4pp,"2',3'-Cyclic CMP + H2O ⇒ 3'-cmp + H+",3.1.4.16
353,23PDE7pp,23PDE7pp,"2',3'-Cyclic AMP + H2O ⇒ 3'-AMP + H+",3.1.4.16
354,23PDE9pp,23PDE9pp,"2',3'-Cyclic GMP + H2O ⇒ 3'-GMP + H+",3.1.4.16
355,26DAHtex,26DAHtex,"Meso-2,6-Diaminoheptanedioate ⇒ Meso-2,6-Diaminoheptanedioate",
356,2AGPA120tipp,2AGPA120tipp,2-dodecanoyl-sn-glycerol 3-phosphate ⇒ 2-dodecanoyl-sn-glycerol 3-phosphate,
357,2AGPA140tipp,2AGPA140tipp,2-tetradecanoyl-sn-glycerol 3-phosphate ⇒ 2-tetradecanoyl-sn-glycerol 3-phosphate,
358,2AGPA141tipp,2AGPA141tipp,2-tetradec-7-enoyl-sn-glycerol 3-phosphate ⇒ 2-tetradec-7-enoyl-sn-glycerol 3-phosphate,
359,2AGPA160tipp,2AGPA160tipp,2-hexadecanoyl-sn-glycerol 3-phosphate ⇒ 2-hexadecanoyl-sn-glycerol 3-phosphate,
360,2AGPA161tipp,2AGPA161tipp,2-hexadec-9-enoyl-sn-glycerol 3-phosphate ⇒ 2-hexadec-9-enoyl-sn-glycerol 3-phosphate,
361,2AGPA180tipp,2AGPA180tipp,2-octadecanoyl-sn-glycerol 3-phosphate ⇒ 2-octadecanoyl-sn-glycerol 3-phosphate,
362,2AGPA181tipp,2AGPA181tipp,2-octadec-11-enoyl-sn-glycerol 3-phosphate ⇒ 2-octadec-11-enoyl-sn-glycerol 3-phosphate,
363,2AGPE120tipp,2AGPE120tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0),
364,2AGPE140tipp,2AGPE140tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0),
365,2AGPE141tipp,2AGPE141tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1),
366,2AGPE160tipp,2AGPE160tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0),
367,2AGPE161tipp,2AGPE161tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1),
368,2AGPE180tipp,2AGPE180tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0),
369,2AGPE181tipp,2AGPE181tipp,2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) ⇒ 2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1),
370,2AGPEAT120,2AGPEAT120,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C12:0) + ATP + Dodecanoate (n-C12:0) ⇒ AMP + Phosphatidylethanolamine (didodecanoyl, n-C12:0) + Diphosphate",
371,2AGPEAT140,2AGPEAT140,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:0) + ATP + Tetradecanoate (n-C14:0) ⇒ AMP + Phosphatidylethanolamine (ditetradecanoyl, n-C14:0) + Diphosphate",
372,2AGPEAT141,2AGPEAT141,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C14:1) + ATP + Tetradecenoate (n-C14:1) ⇒ AMP + Phosphatidylethanolamine (ditetradec-7-enoyl, n-C14:1) + Diphosphate",
373,2AGPEAT160,2AGPEAT160,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:0) + ATP + Hexadecanoate (n-C16:0) ⇒ AMP + Phosphatidylethanolamine (dihexadecanoyl, n-C16:0) + Diphosphate",2.3.1.40
374,2AGPEAT161,2AGPEAT161,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C16:1) + ATP + Hexadecenoate (n-C16:1) ⇒ AMP + Phosphatidylethanolamine (dihexadec-9enoyl, n-C16:1) + Diphosphate",
375,2AGPEAT180,2AGPEAT180,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:0) + ATP + Octadecanoate (n-C18:0) ⇒ AMP + Phosphatidylethanolamine (dioctadecanoyl, n-C18:0) + Diphosphate",2.3.1.40
376,2AGPEAT181,2AGPEAT181,"2-Acyl-sn-glycero-3-phosphoethanolamine (n-C18:1) + ATP + Octadecenoate (n-C18:1) ⇒ AMP + Phosphatidylethanolamine (dioctadec-11-enoyl, n-C18:1) + Diphosphate",
377,2AGPG120tipp,2AGPG120tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0),
378,2AGPG140tipp,2AGPG140tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0),
379,2AGPG141tipp,2AGPG141tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1),
380,2AGPG160tipp,2AGPG160tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0),
381,2AGPG161tipp,2AGPG161tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1),
382,2AGPG180tipp,2AGPG180tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0),
383,2AGPG181tipp,2AGPG181tipp,2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) ⇒ 2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1),
384,2AGPGAT120,2AGPGAT120,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C12:0) + ATP + Dodecanoate (n-C12:0) ⇒ AMP + Phosphatidylglycerol (didodecanoyl, n-C12:0) + Diphosphate",
385,2AGPGAT140,2AGPGAT140,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:0) + ATP + Tetradecanoate (n-C14:0) ⇒ AMP + Phosphatidylglycerol (ditetradecanoyl, n-C14:0) + Diphosphate",
386,2AGPGAT141,2AGPGAT141,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C14:1) + ATP + Tetradecenoate (n-C14:1) ⇒ AMP + Phosphatidylglycerol (ditetradec-7-enoyl, n-C14:1) + Diphosphate",
387,2AGPGAT160,2AGPGAT160,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:0) + ATP + Hexadecanoate (n-C16:0) ⇒ AMP + Phosphatidylglycerol (dihexadecanoyl, n-C16:0) + Diphosphate",
388,2AGPGAT161,2AGPGAT161,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C16:1) + ATP + Hexadecenoate (n-C16:1) ⇒ AMP + Phosphatidylglycerol (dihexadec-9-enoyl, n-C16:1) + Diphosphate",
389,2AGPGAT180,2AGPGAT180,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:0) + ATP + Octadecanoate (n-C18:0) ⇒ AMP + Phosphatidylglycerol (dioctadecanoyl, n-C18:0) + Diphosphate",
390,2AGPGAT181,2AGPGAT181,"2-Acyl-sn-glycero-3-phosphoglycerol (n-C18:1) + ATP + Octadecenoate (n-C18:1) ⇒ AMP + Phosphatidylglycerol (dioctadec-11-enoyl, n-C18:1) + Diphosphate",
391,2DGULRGx,2DGULRGx,2-Dehydro-L-gulonate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ D-Gluconate + Nicotinamide adenine dinucleotide,
392,2DGULRGy,2DGULRGy,2-Dehydro-L-gulonate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ D-Gluconate + Nicotinamide adenine dinucleotide phosphate,
393,2DGULRx,2DGULRx,2-Dehydro-L-gulonate + H+ + Nicotinamide adenine dinucleotide - reduced ⇒ L-Idonate + Nicotinamide adenine dinucleotide,
394,2DGULRy,2DGULRy,2-Dehydro-L-gulonate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ L-Idonate + Nicotinamide adenine dinucleotide phosphate,
395,2MAHMP,2MAHMP,2-Methyl-4-amino-5-hydroxymethylpyrimidine diphosphate + H2O ⇒ 4-Amino-2-methyl-5-phosphomethylpyrimidine + H+ + Phosphate,
396,34dhpactex,34dhpactex,"3,4-Dihydroxyphenylacetaldehyde ⇒ 3,4-Dihydroxyphenylacetaldehyde",
397,3AMACHYD,3AMACHYD,3-Aminoacrylate + H2O + H+ ⇒ Malonate semialdehyde + Ammonium,
398,3AMPtex,3AMPtex,3'-AMP ⇒ 3'-AMP,
399,3CMPtex,3CMPtex,3'-cmp ⇒ 3'-cmp,
400,3GMPtex,3GMPtex,3'-GMP ⇒ 3'-GMP,
401,3HAD100,3HAD100,(R)-3-Hydroxydecanoyl-[acyl-carrier protein] ⇒ H2O + Trans-Dec-2-enoyl-[acyl-carrier protein],4.2.1.59
402,3HAD120,3HAD120,(R)-3-Hydroxydodecanoyl-[acyl-carrier protein] ⇒ H2O + Trans-Dodec-2-enoyl-[acyl-carrier protein],4.2.1.59
403,3HAD121,3HAD121,(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein] ⇒ H2O + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein],4.2.1.61
404,3HAD140,3HAD140,(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] ⇒ H2O + Trans-Tetradec-2-enoyl-[acyl-carrier protein],4.2.1.59
405,3HAD141,3HAD141,(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein] ⇒ H2O + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein],4.2.1.61
406,3HAD160,3HAD160,R-3-hydroxypalmitoyl-[acyl-carrier protein] ⇒ H2O + Trans-Hexadec-2-enoyl-[acyl-carrier protein],4.2.1.59
407,3HAD161,3HAD161,(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein] ⇒ H2O + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein],4.2.1.61
408,3HAD180,3HAD180,(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] ⇒ H2O + Trans-octadec-2-enoyl-[acyl-carrier protein],4.2.1.61
409,3HAD181,3HAD181,(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] ⇒ H2O + Trans-3-cis-11-vacceoyl-[acyl-carrier protein],4.2.1.61
410,3HAD40,3HAD40,(3R)-3-Hydroxyacyl-[acyl-carrier protein] ⇒ But-2-enoyl-[acyl-carrier protein] + H2O,4.2.1.58
411,3HAD60,3HAD60,(R)-3-Hydroxyhexanoyl-[acyl-carrier protein] ⇒ H2O + Trans-Hex-2-enoyl-[acyl-carrier protein],4.2.1.59
412,3HAD80,3HAD80,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein] ⇒ H2O + Trans-Oct-2-enoyl-[acyl-carrier protein],4.2.1.59
413,3HCINNMH,3HCINNMH,"3-hydroxycinnamic acid + H+ + Nicotinamide adenine dinucleotide - reduced + O2 ⇒ 2,3-dihydroxicinnamic acid + H2O + Nicotinamide adenine dinucleotide",1.14.13.127
414,3HPPPNH,3HPPPNH,"3-(3-hydroxy-phenyl)propionate + H+ + Nicotinamide adenine dinucleotide - reduced + O2 ⇒ 3-(2,3-Dihydroxyphenyl)propanoate + H2O + Nicotinamide adenine dinucleotide",1.14.13.127
415,3HPPtex,3HPPtex,3-Hydroxypropanoate ⇒ 3-Hydroxypropanoate,
416,3HPPtpp,3HPPtpp,3-Hydroxypropanoate + H+ ⇒ 3-Hydroxypropanoate + H+,
417,3KGK,3KGK,3-Dehydro-L-gulonate + ATP ⇒ 3-keto-L-gulonate-6-phosphate + ADP + H+,2.7.1.53
418,3NTD2pp,3NTD2pp,3'-UMP + H2O ⇒ Phosphate + Uridine,3.1.3.6
419,3NTD4pp,3NTD4pp,3'-cmp + H2O ⇒ Cytidine + Phosphate,3.1.3.6
420,3NTD7pp,3NTD7pp,3'-AMP + H2O ⇒ Adenosine + Phosphate,3.1.3.6
421,3NTD9pp,3NTD9pp,3'-GMP + H2O ⇒ Guanosine + Phosphate,3.1.3.6
422,3OAR100,3OAR100,3-Oxodecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxydecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
423,3OAR120,3OAR120,3-Oxododecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxydodecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
424,3OAR121,3OAR121,3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
425,3OAR140,3OAR140,3-Oxotetradecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
426,3OAR141,3OAR141,3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
427,3OAR160,3OAR160,3-Oxohexadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ R-3-hydroxypalmitoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
428,3OAR161,3OAR161,3-oxo-cis-palm-9-eoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
429,3OAR180,3OAR180,3-Oxooctadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
430,3OAR181,3OAR181,3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
431,3OAR40,3OAR40,Acetoacetyl-ACP + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (3R)-3-Hydroxyacyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100
432,3OAR60,3OAR60,3-Oxohexanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxyhexanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
433,3OAR80,3OAR80,3-Oxooctanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ (R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86
434,3OAS100,3OAS100,H+ + Malonyl-[acyl-carrier protein] + Octanoyl-ACP (n-C8:0ACP) ⇒ 3-Oxodecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
435,3OAS120,3OAS120,Decanoyl-ACP (n-C10:0ACP) + H+ + Malonyl-[acyl-carrier protein] ⇒ 3-Oxododecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
436,3OAS121,3OAS121,Cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1) + H+ + Malonyl-[acyl-carrier protein] ⇒ 3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41
437,3OAS140,3OAS140,Dodecanoyl-ACP (n-C12:0ACP) + H+ + Malonyl-[acyl-carrier protein] ⇒ 3-Oxotetradecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
438,3OAS141,3OAS141,Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1) + H+ + Malonyl-[acyl-carrier protein] ⇒ 3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41
439,3OAS160,3OAS160,H+ + Malonyl-[acyl-carrier protein] + Myristoyl-ACP (n-C14:0ACP) ⇒ 3-Oxohexadecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
440,3OAS161,3OAS161,H+ + Malonyl-[acyl-carrier protein] + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1) ⇒ 3-oxo-cis-palm-9-eoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41
441,3OAS180,3OAS180,H+ + Malonyl-[acyl-carrier protein] + Palmitoyl-ACP (n-C16:0ACP) ⇒ 3-Oxooctadecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41
442,3OAS181,3OAS181,H+ + Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + Malonyl-[acyl-carrier protein] ⇒ 3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.179
443,3OAS60,3OAS60,Butyryl-ACP (n-C4:0ACP) + H+ + Malonyl-[acyl-carrier protein] ⇒ 3-Oxohexanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
444,3OAS80,3OAS80,H+ + Hexanoyl-ACP (n-C6:0ACP) + Malonyl-[acyl-carrier protein] ⇒ 3-Oxooctanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86
445,3OXCOAT,3OXCOAT,Coenzyme A + 3-Oxoadipyl-CoA ⇒ Acetyl-CoA + Succinyl-CoA,2.3.1.174
446,3PEPTabcpp,3PEPTabcpp,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ATP + H2O ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ADP + H+ + Phosphate",
447,3PEPTtex,3PEPTtex,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate",
448,3UMPtex,3UMPtex,3'-UMP ⇒ 3'-UMP,
449,42A12BOOXpp,42A12BOOXpp,"Dopamine + H2O + O2 ⇒ 3,4-Dihydroxyphenylacetaldehyde + Hydrogen peroxide + Ammonium",1.4.99.4
450,4HOXPACDtex,4HOXPACDtex,4-Hydroxyphenylacetaldehyde ⇒ 4-Hydroxyphenylacetaldehyde,
451,4HTHRS,4HTHRS,H2O + O-Phospho-4-hydroxy-L-threonine ⇒ 4-Hydroxy-L-threonine + Phosphate,4.2.3.1
452,4PCP,4PCP,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + H2O ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + D-Alanine",
453,4PCPpp,4PCPpp,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + H2O ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + D-Alanine",
454,4PEPTabcpp,4PEPTabcpp,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ATP + H2O ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine + ADP + H+ + Phosphate",
455,4PEPTtex,4PEPTtex,"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine ⇒ L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate-D-alanine",
456,5DGLCNR,5DGLCNR,5-Dehydro-D-gluconate + H+ + Nicotinamide adenine dinucleotide phosphate - reduced ⇒ D-Gluconate + Nicotinamide adenine dinucleotide phosphate,1.1.1.69
457,5DGLCNt2rpp,5DGLCNt2rpp,5-Dehydro-D-gluconate + H+ ⇒ 5-Dehydro-D-gluconate + H+,
458,5DGLCNtex,5DGLCNtex,5-Dehydro-D-gluconate ⇒ 5-Dehydro-D-gluconate,
459,5DOAN,5DOAN,5'-Deoxyadenosine + H2O ⇒ 5'-deoxyribose + Adenine,
