id,reaction,reaction_name,reaction_string,ec_number,gene_name,gene_id,organism,kcat
34dhpactex,34dhpactex,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),"3,4-Dihydroxyphenylacetaldehyde = 3,4-Dihydroxyphenylacetaldehyde",,ompC,b2215,Escherichia coli,
34dhpactex,34dhpactex,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),"3,4-Dihydroxyphenylacetaldehyde = 3,4-Dihydroxyphenylacetaldehyde",,ompN,b1377,Escherichia coli,
34dhpactex,34dhpactex,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),"3,4-Dihydroxyphenylacetaldehyde = 3,4-Dihydroxyphenylacetaldehyde",,phoE,b0241,Escherichia coli,
34dhpactex,34dhpactex,Dihydroxyphenylacetaldehyde transport via diffusion (extracellular to periplasm),"3,4-Dihydroxyphenylacetaldehyde = 3,4-Dihydroxyphenylacetaldehyde",,ompF,b0929,Escherichia coli,
34dhpactex_reverse,34dhpactex,,"3,4-Dihydroxyphenylacetaldehyde = 3,4-Dihydroxyphenylacetaldehyde",,ompC,b2215,Escherichia coli,
34dhpactex_reverse,34dhpactex,,"3,4-Dihydroxyphenylacetaldehyde = 3,4-Dihydroxyphenylacetaldehyde",,ompN,b1377,Escherichia coli,
34dhpactex_reverse,34dhpactex,,"3,4-Dihydroxyphenylacetaldehyde = 3,4-Dihydroxyphenylacetaldehyde",,phoE,b0241,Escherichia coli,
34dhpactex_reverse,34dhpactex,,"3,4-Dihydroxyphenylacetaldehyde = 3,4-Dihydroxyphenylacetaldehyde",,ompF,b0929,Escherichia coli,
3AMACHYD,3AMACHYD,3-aminoacrylate hydrolase,3-Aminoacrylate + H2O + H+ = Malonate semialdehyde + Ammonium,,rutD,b1009,Escherichia coli,
3AMPtex,3AMPtex,3AMP transport via diffusion (extracellular to periplasm),3'-AMP = 3'-AMP,,ompC,b2215,Escherichia coli,
3AMPtex,3AMPtex,3AMP transport via diffusion (extracellular to periplasm),3'-AMP = 3'-AMP,,ompN,b1377,Escherichia coli,
3AMPtex,3AMPtex,3AMP transport via diffusion (extracellular to periplasm),3'-AMP = 3'-AMP,,phoE,b0241,Escherichia coli,
3AMPtex,3AMPtex,3AMP transport via diffusion (extracellular to periplasm),3'-AMP = 3'-AMP,,ompF,b0929,Escherichia coli,
3AMPtex_reverse,3AMPtex,,3'-AMP = 3'-AMP,,ompC,b2215,Escherichia coli,
3AMPtex_reverse,3AMPtex,,3'-AMP = 3'-AMP,,ompN,b1377,Escherichia coli,
3AMPtex_reverse,3AMPtex,,3'-AMP = 3'-AMP,,phoE,b0241,Escherichia coli,
3AMPtex_reverse,3AMPtex,,3'-AMP = 3'-AMP,,ompF,b0929,Escherichia coli,
3CMPtex,3CMPtex,3CMP transport via diffusion (extracellular to periplasm),3'-cmp = 3'-cmp,,ompC,b2215,Escherichia coli,
3CMPtex,3CMPtex,3CMP transport via diffusion (extracellular to periplasm),3'-cmp = 3'-cmp,,ompN,b1377,Escherichia coli,
3CMPtex,3CMPtex,3CMP transport via diffusion (extracellular to periplasm),3'-cmp = 3'-cmp,,phoE,b0241,Escherichia coli,
3CMPtex,3CMPtex,3CMP transport via diffusion (extracellular to periplasm),3'-cmp = 3'-cmp,,ompF,b0929,Escherichia coli,
3CMPtex_reverse,3CMPtex,,3'-cmp = 3'-cmp,,ompC,b2215,Escherichia coli,
3CMPtex_reverse,3CMPtex,,3'-cmp = 3'-cmp,,ompN,b1377,Escherichia coli,
3CMPtex_reverse,3CMPtex,,3'-cmp = 3'-cmp,,phoE,b0241,Escherichia coli,
3CMPtex_reverse,3CMPtex,,3'-cmp = 3'-cmp,,ompF,b0929,Escherichia coli,
3GMPtex,3GMPtex,3GMP transport via diffusion (extracellular to periplasm),3'-GMP = 3'-GMP,,ompC,b2215,Escherichia coli,
3GMPtex,3GMPtex,3GMP transport via diffusion (extracellular to periplasm),3'-GMP = 3'-GMP,,ompN,b1377,Escherichia coli,
3GMPtex,3GMPtex,3GMP transport via diffusion (extracellular to periplasm),3'-GMP = 3'-GMP,,phoE,b0241,Escherichia coli,
3GMPtex,3GMPtex,3GMP transport via diffusion (extracellular to periplasm),3'-GMP = 3'-GMP,,ompF,b0929,Escherichia coli,
3GMPtex_reverse,3GMPtex,,3'-GMP = 3'-GMP,,ompC,b2215,Escherichia coli,
3GMPtex_reverse,3GMPtex,,3'-GMP = 3'-GMP,,ompN,b1377,Escherichia coli,
3GMPtex_reverse,3GMPtex,,3'-GMP = 3'-GMP,,phoE,b0241,Escherichia coli,
3GMPtex_reverse,3GMPtex,,3'-GMP = 3'-GMP,,ompF,b0929,Escherichia coli,
3HAD100,3HAD100,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),(R)-3-Hydroxydecanoyl-[acyl-carrier protein] = H2O + Trans-Dec-2-enoyl-[acyl-carrier protein],4.2.1.59,fabA,b0954,Escherichia coli,
3HAD100,3HAD100,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C10:0),(R)-3-Hydroxydecanoyl-[acyl-carrier protein] = H2O + Trans-Dec-2-enoyl-[acyl-carrier protein],4.2.1.59,fabZ,b0180,Escherichia coli,
3HAD120,3HAD120,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),(R)-3-Hydroxydodecanoyl-[acyl-carrier protein] = H2O + Trans-Dodec-2-enoyl-[acyl-carrier protein],4.2.1.59,fabA,b0954,Escherichia coli,
3HAD120,3HAD120,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:0),(R)-3-Hydroxydodecanoyl-[acyl-carrier protein] = H2O + Trans-Dodec-2-enoyl-[acyl-carrier protein],4.2.1.59,fabZ,b0180,Escherichia coli,
3HAD121,3HAD121,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein] = H2O + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein],4.2.1.61,fabA,b0954,Escherichia coli,
3HAD121,3HAD121,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C12:1),(R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein] = H2O + Trans-3-cis-5-dodecenoyl-[acyl-carrier protein],4.2.1.61,fabZ,b0180,Escherichia coli,
3HAD140,3HAD140,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] = H2O + Trans-Tetradec-2-enoyl-[acyl-carrier protein],4.2.1.59,fabA,b0954,Escherichia coli,
3HAD140,3HAD140,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:0),(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] = H2O + Trans-Tetradec-2-enoyl-[acyl-carrier protein],4.2.1.59,fabZ,b0180,Escherichia coli,
3HAD141,3HAD141,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein] = H2O + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein],4.2.1.61,fabA,b0954,Escherichia coli,
3HAD141,3HAD141,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C14:1),(R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein] = H2O + Trans-3-cis-7-myristoleoyl-[acyl-carrier protein],4.2.1.61,fabZ,b0180,Escherichia coli,
3HAD160,3HAD160,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),R-3-hydroxypalmitoyl-[acyl-carrier protein] = H2O + Trans-Hexadec-2-enoyl-[acyl-carrier protein],4.2.1.59,fabA,b0954,Escherichia coli,
3HAD160,3HAD160,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:0),R-3-hydroxypalmitoyl-[acyl-carrier protein] = H2O + Trans-Hexadec-2-enoyl-[acyl-carrier protein],4.2.1.59,fabZ,b0180,Escherichia coli,
3HAD161,3HAD161,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein] = H2O + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein],4.2.1.61,fabA,b0954,Escherichia coli,
3HAD161,3HAD161,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C16:1),(R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein] = H2O + Trans-3-cis-9-palmitoleoyl-[acyl-carrier protein],4.2.1.61,fabZ,b0180,Escherichia coli,
3HAD180,3HAD180,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] = H2O + Trans-octadec-2-enoyl-[acyl-carrier protein],4.2.1.61,fabA,b0954,Escherichia coli,
3HAD180,3HAD180,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:0),(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] = H2O + Trans-octadec-2-enoyl-[acyl-carrier protein],4.2.1.61,fabZ,b0180,Escherichia coli,
3HAD181,3HAD181,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] = H2O + Trans-3-cis-11-vacceoyl-[acyl-carrier protein],4.2.1.61,fabA,b0954,Escherichia coli,
3HAD181,3HAD181,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C18:1),(R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] = H2O + Trans-3-cis-11-vacceoyl-[acyl-carrier protein],4.2.1.61,fabZ,b0180,Escherichia coli,
3HAD40,3HAD40,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),(3R)-3-Hydroxyacyl-[acyl-carrier protein] = But-2-enoyl-[acyl-carrier protein] + H2O,4.2.1.58,fabA,b0954,Escherichia coli,
3HAD40,3HAD40,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C4:0),(3R)-3-Hydroxyacyl-[acyl-carrier protein] = But-2-enoyl-[acyl-carrier protein] + H2O,4.2.1.58,fabZ,b0180,Escherichia coli,
3HAD60,3HAD60,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),(R)-3-Hydroxyhexanoyl-[acyl-carrier protein] = H2O + Trans-Hex-2-enoyl-[acyl-carrier protein],4.2.1.59,fabA,b0954,Escherichia coli,
3HAD60,3HAD60,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C6:0),(R)-3-Hydroxyhexanoyl-[acyl-carrier protein] = H2O + Trans-Hex-2-enoyl-[acyl-carrier protein],4.2.1.59,fabZ,b0180,Escherichia coli,
3HAD80,3HAD80,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),(R)-3-Hydroxyoctanoyl-[acyl-carrier protein] = H2O + Trans-Oct-2-enoyl-[acyl-carrier protein],4.2.1.59,fabA,b0954,Escherichia coli,
3HAD80,3HAD80,3-hydroxyacyl-[acyl-carrier-protein] dehydratase (n-C8:0),(R)-3-Hydroxyoctanoyl-[acyl-carrier protein] = H2O + Trans-Oct-2-enoyl-[acyl-carrier protein],4.2.1.59,fabZ,b0180,Escherichia coli,
3HCINNMH,3HCINNMH,3-hydroxycinnamate hydroxylase,"3-hydroxycinnamic acid + H+ + Nicotinamide adenine dinucleotide - reduced + O2 = 2,3-dihydroxicinnamic acid + H2O + Nicotinamide adenine dinucleotide",1.14.13.127,mhpA,b0347,Escherichia coli,26.335
3HPPPNH,3HPPPNH,3-(3-hydroxy-phenyl)propionate hydroxylase,"3-(3-hydroxy-phenyl)propionate + H+ + Nicotinamide adenine dinucleotide - reduced + O2 = 3-(2,3-Dihydroxyphenyl)propanoate + H2O + Nicotinamide adenine dinucleotide",1.14.13.127,mhpA,b0347,Escherichia coli,26.335
3HPPtex,3HPPtex,3-hydroxypropionate transport via diffusion (extracellular to periplasm),3-Hydroxypropanoate = 3-Hydroxypropanoate,,ompC,b2215,Escherichia coli,
3HPPtex,3HPPtex,3-hydroxypropionate transport via diffusion (extracellular to periplasm),3-Hydroxypropanoate = 3-Hydroxypropanoate,,ompN,b1377,Escherichia coli,
3HPPtex,3HPPtex,3-hydroxypropionate transport via diffusion (extracellular to periplasm),3-Hydroxypropanoate = 3-Hydroxypropanoate,,phoE,b0241,Escherichia coli,
3HPPtex,3HPPtex,3-hydroxypropionate transport via diffusion (extracellular to periplasm),3-Hydroxypropanoate = 3-Hydroxypropanoate,,ompF,b0929,Escherichia coli,
3HPPtex_reverse,3HPPtex,,3-Hydroxypropanoate = 3-Hydroxypropanoate,,ompC,b2215,Escherichia coli,
3HPPtex_reverse,3HPPtex,,3-Hydroxypropanoate = 3-Hydroxypropanoate,,ompN,b1377,Escherichia coli,
3HPPtex_reverse,3HPPtex,,3-Hydroxypropanoate = 3-Hydroxypropanoate,,phoE,b0241,Escherichia coli,
3HPPtex_reverse,3HPPtex,,3-Hydroxypropanoate = 3-Hydroxypropanoate,,ompF,b0929,Escherichia coli,
3HPPtpp,3HPPtpp,3-hydroxypropionate transport via proton symport (periplasm),3-Hydroxypropanoate + H+ = 3-Hydroxypropanoate + H+,,,,Escherichia coli,
3KGK,3KGK,3-keto-L-gulonate kinase,3-Dehydro-L-gulonate + ATP = 3-keto-L-gulonate-6-phosphate + ADP + H+,2.7.1.53,lyxK,b3580,Escherichia coli,1.88
3NTD2pp,3NTD2pp,3'-nucleotidase (UMP) (periplasm),3'-UMP + H2O = Phosphate + Uridine,3.1.3.6,cpdB,b4213,Escherichia coli,
3NTD4pp,3NTD4pp,3'-nucleotidase (CMP) (periplasm),3'-cmp + H2O = Cytidine + Phosphate,3.1.3.6,cpdB,b4213,Escherichia coli,5.93
3NTD7pp,3NTD7pp,3'-nucleotidase (AMP) (periplasm),3'-AMP + H2O = Adenosine + Phosphate,3.1.3.6,cpdB,b4213,Escherichia coli,9.84
3NTD9pp,3NTD9pp,3'-nucleotidase (GMP) (periplasm),3'-GMP + H2O = Guanosine + Phosphate,3.1.3.6,cpdB,b4213,Escherichia coli,
3OAR100,3OAR100,3-oxoacyl-[acyl-carrier-protein] reductase (n-C10:0),3-Oxodecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (R)-3-Hydroxydecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86,fabG,b1093,Escherichia coli,10.5
3OAR100_reverse,3OAR100,,(R)-3-Hydroxydecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate = 3-Oxodecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86,fabG,b1093,Escherichia coli,14.9
3OAR120,3OAR120,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:0),3-Oxododecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (R)-3-Hydroxydodecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86,fabG,b1093,Escherichia coli,10.5
3OAR120_reverse,3OAR120,,(R)-3-Hydroxydodecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate = 3-Oxododecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86,fabG,b1093,Escherichia coli,14.9
3OAR121,3OAR121,3-oxoacyl-[acyl-carrier-protein] reductase (n-C12:1),3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (R)-3-hydroxy-cis-dodec-5-enoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100,fabG,b1093,Escherichia coli,10.5
3OAR140,3OAR140,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:0),3-Oxotetradecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86,fabG,b1093,Escherichia coli,10.5
3OAR140_reverse,3OAR140,,(R)-3-Hydroxytetradecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate = 3-Oxotetradecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86,fabG,b1093,Escherichia coli,14.9
3OAR141,3OAR141,3-oxoacyl-[acyl-carrier-protein] reductase (n-C14:1),3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (R)-3-hydroxy-cis-myristol-7-eoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100,fabG,b1093,Escherichia coli,10.5
3OAR160,3OAR160,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:0),3-Oxohexadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = R-3-hydroxypalmitoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86,fabG,b1093,Escherichia coli,10.5
3OAR160_reverse,3OAR160,,R-3-hydroxypalmitoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate = 3-Oxohexadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86,fabG,b1093,Escherichia coli,14.9
3OAR161,3OAR161,3-oxoacyl-[acyl-carrier-protein] reductase (n-C16:1),3-oxo-cis-palm-9-eoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (R)-3-hydroxy-cis-palm-9-eoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100,fabG,b1093,Escherichia coli,10.5
3OAR180,3OAR180,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:0),3-Oxooctadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100,fabG,b1093,Escherichia coli,10.5
3OAR180_reverse,3OAR180,,(R)-3-Hydroxyoctadecanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate = 3-Oxooctadecanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.100,fabG,b1093,Escherichia coli,14.9
3OAR181,3OAR181,3-oxoacyl-[acyl-carrier-protein] reductase (n-C18:1),3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (R)-3-hydroxy-cis-vacc-11-enoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100,fabG,b1093,Escherichia coli,10.5
3OAR40,3OAR40,3-oxoacyl-[acyl-carrier-protein] reductase (n-C4:0),Acetoacetyl-ACP + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (3R)-3-Hydroxyacyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,1.1.1.100,fabG,b1093,Escherichia coli,10.5
3OAR40_reverse,3OAR40,,(3R)-3-Hydroxyacyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate = Acetoacetyl-ACP + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,1.1.1.100,fabG,b1093,Escherichia coli,14.9
3OAR60,3OAR60,3-oxoacyl-[acyl-carrier-protein] reductase (n-C6:0),3-Oxohexanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (R)-3-Hydroxyhexanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86,fabG,b1093,Escherichia coli,10.5
3OAR60_reverse,3OAR60,,(R)-3-Hydroxyhexanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate = 3-Oxohexanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86,fabG,b1093,Escherichia coli,14.9
3OAR80,3OAR80,3-oxoacyl-[acyl-carrier-protein] reductase (n-C8:0),3-Oxooctanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced = (R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate,2.3.1.86,fabG,b1093,Escherichia coli,10.5
3OAR80_reverse,3OAR80,,(R)-3-Hydroxyoctanoyl-[acyl-carrier protein] + Nicotinamide adenine dinucleotide phosphate = 3-Oxooctanoyl-[acyl-carrier protein] + H+ + Nicotinamide adenine dinucleotide phosphate - reduced,2.3.1.86,fabG,b1093,Escherichia coli,14.9
3OAS100,3OAS100,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),H+ + Malonyl-[acyl-carrier protein] + Octanoyl-ACP (n-C8:0ACP) = 3-Oxodecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabB,b2323,Escherichia coli,
3OAS100,3OAS100,3-oxoacyl-[acyl-carrier-protein] synthase (n-C10:0),H+ + Malonyl-[acyl-carrier protein] + Octanoyl-ACP (n-C8:0ACP) = 3-Oxodecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabF,b1095,Escherichia coli,
3OAS120,3OAS120,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),Decanoyl-ACP (n-C10:0ACP) + H+ + Malonyl-[acyl-carrier protein] = 3-Oxododecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabB,b2323,Escherichia coli,
3OAS120,3OAS120,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:0),Decanoyl-ACP (n-C10:0ACP) + H+ + Malonyl-[acyl-carrier protein] = 3-Oxododecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabF,b1095,Escherichia coli,
3OAS121,3OAS121,3-oxoacyl-[acyl-carrier-protein] synthase (n-C12:1),Cis-dec-3-enoyl-[acyl-carrier protein] (n-C10:1) + H+ + Malonyl-[acyl-carrier protein] = 3-oxo-cis-dodec-5-enoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41,fabB,b2323,Escherichia coli,
3OAS140,3OAS140,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),Dodecanoyl-ACP (n-C12:0ACP) + H+ + Malonyl-[acyl-carrier protein] = 3-Oxotetradecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabB,b2323,Escherichia coli,
3OAS140,3OAS140,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:0),Dodecanoyl-ACP (n-C12:0ACP) + H+ + Malonyl-[acyl-carrier protein] = 3-Oxotetradecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabF,b1095,Escherichia coli,
3OAS141,3OAS141,3-oxoacyl-[acyl-carrier-protein] synthase (n-C14:1),Cis-dodec-5-enoyl-[acyl-carrier protein] (n-C12:1) + H+ + Malonyl-[acyl-carrier protein] = 3-oxo-cis-myristol-7-eoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41,fabB,b2323,Escherichia coli,
3OAS160,3OAS160,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),H+ + Malonyl-[acyl-carrier protein] + Myristoyl-ACP (n-C14:0ACP) = 3-Oxohexadecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabB,b2323,Escherichia coli,
3OAS160,3OAS160,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:0),H+ + Malonyl-[acyl-carrier protein] + Myristoyl-ACP (n-C14:0ACP) = 3-Oxohexadecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabF,b1095,Escherichia coli,
3OAS161,3OAS161,3-oxoacyl-[acyl-carrier-protein] synthase (n-C16:1),H+ + Malonyl-[acyl-carrier protein] + Cis-tetradec-7-enoyl-[acyl-carrier protein] (n-C14:1) = 3-oxo-cis-palm-9-eoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41,fabB,b2323,Escherichia coli,
3OAS180,3OAS180,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),H+ + Malonyl-[acyl-carrier protein] + Palmitoyl-ACP (n-C16:0ACP) = 3-Oxooctadecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41,fabB,b2323,Escherichia coli,
3OAS180,3OAS180,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:0),H+ + Malonyl-[acyl-carrier protein] + Palmitoyl-ACP (n-C16:0ACP) = 3-Oxooctadecanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.41,fabF,b1095,Escherichia coli,
3OAS181,3OAS181,3-oxoacyl-[acyl-carrier-protein] synthase (n-C18:1),H+ + Cis-hexadec-9-enoyl-[acyl-carrier protein] (n-C16:1) + Malonyl-[acyl-carrier protein] = 3-oxo-cis-vacc-11-enoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.179,fabF,b1095,Escherichia coli,
3OAS60,3OAS60,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),Butyryl-ACP (n-C4:0ACP) + H+ + Malonyl-[acyl-carrier protein] = 3-Oxohexanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabB,b2323,Escherichia coli,
3OAS60,3OAS60,3-oxoacyl-[acyl-carrier-protein] synthase (n-C6:0),Butyryl-ACP (n-C4:0ACP) + H+ + Malonyl-[acyl-carrier protein] = 3-Oxohexanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabF,b1095,Escherichia coli,
3OAS80,3OAS80,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),H+ + Hexanoyl-ACP (n-C6:0ACP) + Malonyl-[acyl-carrier protein] = 3-Oxooctanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabB,b2323,Escherichia coli,
3OAS80,3OAS80,3-oxoacyl-[acyl-carrier-protein] synthase (n-C8:0),H+ + Hexanoyl-ACP (n-C6:0ACP) + Malonyl-[acyl-carrier protein] = 3-Oxooctanoyl-[acyl-carrier protein] + Acyl carrier protein + CO2,2.3.1.86,fabF,b1095,Escherichia coli,
3OXCOAT,3OXCOAT,3-oxoadipyl-CoA thiolase,Coenzyme A + 3-Oxoadipyl-CoA = Acetyl-CoA + Succinyl-CoA,2.3.1.174,paaJ,b1397,Escherichia coli,1.0
3PEPTabcpp,3PEPTabcpp,Tripeptide (LalaDgluMdap) transport via ABC system (periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ATP + H2O = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ADP + H+ + Phosphate",,oppD,b1246,Escherichia coli,
3PEPTabcpp,3PEPTabcpp,Tripeptide (LalaDgluMdap) transport via ABC system (periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ATP + H2O = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ADP + H+ + Phosphate",,oppC,b1245,Escherichia coli,
3PEPTabcpp,3PEPTabcpp,Tripeptide (LalaDgluMdap) transport via ABC system (periplasm),"L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ATP + H2O = L-alanine-D-glutamate-meso-2,6-diaminoheptanedioate + ADP + H+ + Phosphate",,mppA,b1329,Escherichia coli,
